"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","20"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","60"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","87"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","21"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","31"
"Janssen Vaccines & Prevention B.V","western cape","Adults","6"
"Pfizer","eastern cape","12-17 Years","17"
"Pfizer","eastern cape","Adults","31"
"Pfizer","free state","12-17 Years","2"
"Pfizer","free state","Adults","5"
"Pfizer","gauteng","12-17 Years","45"
"Pfizer","gauteng","Adults","134"
"Pfizer","kwazulu-natal","12-17 Years","30"
"Pfizer","kwazulu-natal","Adults","95"
"Pfizer","limpopo","12-17 Years","7"
"Pfizer","limpopo","Adults","24"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","23"
"Pfizer","northern cape","12-17 Years","11"
"Pfizer","northern cape","Adults","20"
"Pfizer","north west","12-17 Years","10"
"Pfizer","north west","Adults","36"
"Pfizer","western cape","12-17 Years","10"
"Pfizer","western cape","Adults","23"
