"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10088","5028","15116"
"National","eastern cape","Private Health","Male","8549","3916","12465"
"National","eastern cape","Public Health","Female","150749","62239","212988"
"National","eastern cape","Public Health","Male","124903","45718","170621"
"National","free state","Private Health","Female","9069","4612","13681"
"National","free state","Private Health","Male","7500","3573","11073"
"National","free state","Public Health","Female","82885","40933","123818"
"National","free state","Public Health","Male","71078","30899","101977"
"National","gauteng","Private Health","Female","52333","29923","82256"
"National","gauteng","Private Health","Male","48108","25768","73876"
"National","gauteng","Public Health","Female","160106","65830","225936"
"National","gauteng","Public Health","Male","126869","48585","175454"
"National","kwazulu-natal","Private Health","Female","16514","9413","25927"
"National","kwazulu-natal","Private Health","Male","15053","8128","23181"
"National","kwazulu-natal","Public Health","Female","156322","72179","228501"
"National","kwazulu-natal","Public Health","Male","106710","43989","150699"
"National","limpopo","Private Health","Female","11739","5354","17093"
"National","limpopo","Private Health","Male","9107","3722","12829"
"National","limpopo","Public Health","Female","144590","51774","196364"
"National","limpopo","Public Health","Male","124903","38804","163707"
"National","mpumalanga","Private Health","Female","3859","1692","5551"
"National","mpumalanga","Private Health","Male","3385","1506","4891"
"National","mpumalanga","Public Health","Female","77438","29630","107068"
"National","mpumalanga","Public Health","Male","63683","20368","84051"
"National","northern cape","Private Health","Female","2080","1045","3125"
"National","northern cape","Private Health","Male","1910","814","2724"
"National","northern cape","Public Health","Female","18250","7533","25783"
"National","northern cape","Public Health","Male","14337","5540","19877"
"National","north west","Private Health","Female","5060","2392","7452"
"National","north west","Private Health","Male","4613","2020","6633"
"National","north west","Public Health","Female","77180","27802","104982"
"National","north west","Public Health","Male","64114","20417","84531"
"National","western cape","Private Health","Female","22810","12531","35341"
"National","western cape","Private Health","Male","20701","10867","31568"
"National","western cape","Public Health","Female","48317","16924","65241"
"National","western cape","Public Health","Male","40476","13913","54389"
