"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920646"
"Janssen Vaccines & Prevention B.V","free state","Adults","488511"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1557528"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1251756"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1084244"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","834347"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216688"
"Janssen Vaccines & Prevention B.V","north west","Adults","715855"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754542"
"Pfizer","eastern cape","12-17 Years","116901"
"Pfizer","eastern cape","Adults","1139296"
"Pfizer","free state","12-17 Years","80017"
"Pfizer","free state","Adults","599007"
"Pfizer","gauteng","12-17 Years","170106"
"Pfizer","gauteng","Adults","3411483"
"Pfizer","kwazulu-natal","12-17 Years","133709"
"Pfizer","kwazulu-natal","Adults","1665979"
"Pfizer","limpopo","12-17 Years","99654"
"Pfizer","limpopo","Adults","885019"
"Pfizer","mpumalanga","12-17 Years","53196"
"Pfizer","mpumalanga","Adults","478711"
"Pfizer","northern cape","12-17 Years","14932"
"Pfizer","northern cape","Adults","195227"
"Pfizer","north west","12-17 Years","52631"
"Pfizer","north west","Adults","542665"
"Pfizer","western cape","12-17 Years","54235"
"Pfizer","western cape","Adults","1871793"
