"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","55"
"Janssen Vaccines & Prevention B.V","free state","Adults","11"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","134"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","88"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","85"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","25"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","98"
"Janssen Vaccines & Prevention B.V","western cape","Adults","20"
"Pfizer","eastern cape","12-17 Years","16"
"Pfizer","eastern cape","Adults","118"
"Pfizer","free state","12-17 Years","9"
"Pfizer","free state","Adults","7"
"Pfizer","gauteng","12-17 Years","59"
"Pfizer","gauteng","Adults","178"
"Pfizer","kwazulu-natal","12-17 Years","64"
"Pfizer","kwazulu-natal","Adults","69"
"Pfizer","limpopo","12-17 Years","19"
"Pfizer","limpopo","Adults","35"
"Pfizer","mpumalanga","12-17 Years","1"
"Pfizer","mpumalanga","Adults","11"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","4"
"Pfizer","north west","12-17 Years","52"
"Pfizer","north west","Adults","83"
"Pfizer","western cape","12-17 Years","2"
"Pfizer","western cape","Adults","9"
