"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","153","37","190"
"National","eastern cape","Amathole DM","Private Health","Male","98","19","117"
"National","eastern cape","Amathole DM","Public Health","Female","13832","4524","18356"
"National","eastern cape","Amathole DM","Public Health","Male","11705","3770","15475"
"National","eastern cape","A Nzo DM","Public Health","Female","29770","14232","44002"
"National","eastern cape","A Nzo DM","Public Health","Male","25774","10556","36330"
"National","eastern cape","Buffalo City MM","Private Health","Female","2891","1191","4082"
"National","eastern cape","Buffalo City MM","Private Health","Male","2353","908","3261"
"National","eastern cape","Buffalo City MM","Public Health","Female","16082","9002","25084"
"National","eastern cape","Buffalo City MM","Public Health","Male","12374","6154","18528"
"National","eastern cape","C Hani DM","Private Health","Female","226","102","328"
"National","eastern cape","C Hani DM","Private Health","Male","161","74","235"
"National","eastern cape","C Hani DM","Public Health","Female","14005","3619","17624"
"National","eastern cape","C Hani DM","Public Health","Male","11256","2627","13883"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","661","367","1028"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","506","217","723"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7875","2698","10573"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7052","2143","9195"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4142","2080","6222"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3725","1732","5457"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15698","6415","22113"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12217","4500","16717"
"National","eastern cape","O Tambo DM","Private Health","Female","315","122","437"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43714","16710","60424"
"National","eastern cape","O Tambo DM","Public Health","Male","36526","12394","48920"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1593","1094","2687"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1381","826","2207"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9639","5330","14969"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8101","3938","12039"
"National","free state","Fezile Dabi DM","Private Health","Female","474","344","818"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13293","4935","18228"
"National","free state","Fezile Dabi DM","Public Health","Male","10820","3575","14395"
"National","free state","Lejweleputswa DM","Private Health","Female","3823","1471","5294"
"National","free state","Lejweleputswa DM","Private Health","Male","3058","1106","4164"
"National","free state","Lejweleputswa DM","Public Health","Female","14163","5275","19438"
"National","free state","Lejweleputswa DM","Public Health","Male","12137","3713","15850"
"National","free state","Mangaung MM","Private Health","Female","2906","1693","4599"
"National","free state","Mangaung MM","Private Health","Male","2409","1283","3692"
"National","free state","Mangaung MM","Public Health","Female","23615","13900","37515"
"National","free state","Mangaung MM","Public Health","Male","21101","11185","32286"
"National","free state","T Mofutsanyana DM","Private Health","Female","1874","1141","3015"
"National","free state","T Mofutsanyana DM","Private Health","Male","1596","924","2520"
"National","free state","T Mofutsanyana DM","Public Health","Female","27013","15476","42489"
"National","free state","T Mofutsanyana DM","Public Health","Male","23183","11628","34811"
"National","free state","Xhariep DM","Public Health","Female","4295","1197","5492"
"National","free state","Xhariep DM","Public Health","Male","3517","798","4315"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10928","6664","17592"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10063","5655","15718"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41126","15363","56489"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32462","11158","43620"
"National","gauteng","Johannesburg MM","Private Health","Female","25580","13852","39432"
"National","gauteng","Johannesburg MM","Private Health","Male","23357","12015","35372"
"National","gauteng","Johannesburg MM","Public Health","Female","46691","16911","63602"
"National","gauteng","Johannesburg MM","Public Health","Male","37783","13180","50963"
"National","gauteng","Sedibeng DM","Private Health","Female","1614","1029","2643"
"National","gauteng","Sedibeng DM","Private Health","Male","1446","705","2151"
"National","gauteng","Sedibeng DM","Public Health","Female","13899","5949","19848"
"National","gauteng","Sedibeng DM","Public Health","Male","10919","4558","15477"
"National","gauteng","Tshwane MM","Private Health","Female","11642","6690","18332"
"National","gauteng","Tshwane MM","Private Health","Male","11066","6035","17101"
"National","gauteng","Tshwane MM","Public Health","Female","39987","18622","58609"
"National","gauteng","Tshwane MM","Public Health","Male","30870","13042","43912"
"National","gauteng","West Rand DM","Private Health","Female","2209","1521","3730"
"National","gauteng","West Rand DM","Private Health","Male","1834","1232","3066"
"National","gauteng","West Rand DM","Public Health","Female","17544","8783","26327"
"National","gauteng","West Rand DM","Public Health","Male","14366","6574","20940"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","185","57","242"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6604","2841","9445"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4244","1745","5989"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11944","7045","18989"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11089","6202","17291"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14478","5519","19997"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11784","4419","16203"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","363","170","533"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","348","136","484"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13066","7767","20833"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10227","5632","15859"
"National","kwazulu-natal","iLembe DM","Private Health","Female","552","336","888"
"National","kwazulu-natal","iLembe DM","Private Health","Male","489","284","773"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8410","4153","12563"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4960","2209","7169"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","334","136","470"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","312","96","408"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12474","5083","17557"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8086","3100","11186"
"National","kwazulu-natal","Ugu DM","Private Health","Female","902","561","1463"
"National","kwazulu-natal","Ugu DM","Private Health","Male","719","428","1147"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12419","5108","17527"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8006","2738","10744"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1637","853","2490"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1516","773","2289"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12538","4951","17489"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8693","3037","11730"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20584","10252","30836"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13069","5407","18476"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
