"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860630","0","151408","1012038"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464382","0","93735","558117"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1423581","0","208198","1631779"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1159284","0","180871","1340155"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1051617","0","152527","1204144"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813980","0","128123","942103"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207589","0","34563","242152"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693078","0","113593","806671"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660904","0","111769","772673"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137580","0","65388","202968"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94615","0","61527","156142"
"Pfizer","National","eastern cape","Adults","1357136","1142777","249445","2749358"
"Pfizer","National","eastern cape","12-17 Years","294078","117494","0","411572"
"Pfizer","National","free state","12-17 Years","169728","79931","0","249659"
"Pfizer","National","free state","Adults","682730","600228","143041","1425999"
"Pfizer","National","gauteng","12-17 Years","385386","169538","18","554942"
"Pfizer","National","gauteng","Adults","3940371","3416154","683474","8039999"
"Pfizer","National","kwazulu-natal","Adults","2004800","1668897","337063","4010760"
"Pfizer","National","kwazulu-natal","12-17 Years","292835","133307","9","426151"
"Pfizer","National","limpopo","Adults","1056184","886843","176946","2119973"
"Pfizer","National","limpopo","12-17 Years","289326","99786","2","389114"
"Pfizer","National","mpumalanga","12-17 Years","147877","53591","0","201468"
"Pfizer","National","mpumalanga","Adults","582784","480140","108589","1171513"
"Pfizer","National","northern cape","12-17 Years","36423","14997","0","51420"
"Pfizer","National","northern cape","Adults","228977","195524","36707","461208"
"Pfizer","National","north west","12-17 Years","150192","52490","4","202686"
"Pfizer","National","north west","Adults","628986","543514","112849","1285349"
"Pfizer","National","western cape","12-17 Years","131389","54149","3","185541"
"Pfizer","National","western cape","Adults","2132314","1873362","491697","4497373"
