"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","73"
"Janssen Vaccines & Prevention B.V","free state","Adults","36"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","232"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","127"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","196"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","104"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","53"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81"
"Pfizer","eastern cape","12-17 Years","744"
"Pfizer","eastern cape","Adults","242"
"Pfizer","free state","12-17 Years","30"
"Pfizer","free state","Adults","111"
"Pfizer","gauteng","12-17 Years","44"
"Pfizer","gauteng","Adults","352"
"Pfizer","kwazulu-natal","12-17 Years","83"
"Pfizer","kwazulu-natal","Adults","192"
"Pfizer","limpopo","12-17 Years","265"
"Pfizer","limpopo","Adults","157"
"Pfizer","mpumalanga","12-17 Years","242"
"Pfizer","mpumalanga","Adults","79"
"Pfizer","northern cape","12-17 Years","48"
"Pfizer","northern cape","Adults","78"
"Pfizer","north west","12-17 Years","21"
"Pfizer","north west","Adults","47"
"Pfizer","western cape","12-17 Years","75"
"Pfizer","western cape","Adults","145"
