"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","889643"
"Janssen Vaccines & Prevention B.V","free state","Adults","474032"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1479127"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1190673"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1050155"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","784254"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","208861"
"Janssen Vaccines & Prevention B.V","north west","Adults","695840"
"Janssen Vaccines & Prevention B.V","western cape","Adults","731329"
"Pfizer","eastern cape","12-17 Years","55861"
"Pfizer","eastern cape","Adults","1082762"
"Pfizer","free state","12-17 Years","59912"
"Pfizer","free state","Adults","568800"
"Pfizer","gauteng","12-17 Years","136356"
"Pfizer","gauteng","Adults","3281589"
"Pfizer","kwazulu-natal","12-17 Years","74112"
"Pfizer","kwazulu-natal","Adults","1569059"
"Pfizer","limpopo","12-17 Years","63340"
"Pfizer","limpopo","Adults","845942"
"Pfizer","mpumalanga","12-17 Years","30763"
"Pfizer","mpumalanga","Adults","449356"
"Pfizer","northern cape","12-17 Years","7576"
"Pfizer","northern cape","Adults","185493"
"Pfizer","north west","12-17 Years","40124"
"Pfizer","north west","Adults","520348"
"Pfizer","western cape","12-17 Years","48137"
"Pfizer","western cape","Adults","1824249"
