"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","24","0","43","67"
"Janssen Vaccines & Prevention B.V","free state","Adults","3","0","4","7"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","97","0","104","201"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","63","0","66","129"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","25","0","24","49"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","22","0","23","45"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18","0","26","44"
"Janssen Vaccines & Prevention B.V","north west","Adults","80","0","176","256"
"Janssen Vaccines & Prevention B.V","western cape","Adults","29","0","51","80"
"Pfizer","eastern cape","12-17 Years","18","13","0","31"
"Pfizer","eastern cape","Adults","48","93","159","300"
"Pfizer","free state","12-17 Years","43","10","0","53"
"Pfizer","free state","Adults","7","18","29","54"
"Pfizer","gauteng","12-17 Years","77","131","0","208"
"Pfizer","gauteng","Adults","249","355","788","1392"
"Pfizer","kwazulu-natal","12-17 Years","21","50","0","71"
"Pfizer","kwazulu-natal","Adults","87","147","252","486"
"Pfizer","limpopo","12-17 Years","43","28","0","71"
"Pfizer","limpopo","Adults","72","33","32","137"
"Pfizer","mpumalanga","12-17 Years","10","8","0","18"
"Pfizer","mpumalanga","Adults","7","15","34","56"
"Pfizer","northern cape","12-17 Years","6","2","0","8"
"Pfizer","northern cape","Adults","11","11","15","37"
"Pfizer","north west","12-17 Years","28","48","0","76"
"Pfizer","north west","Adults","57","103","134","294"
"Pfizer","western cape","12-17 Years","17","31","0","48"
"Pfizer","western cape","Adults","35","74","244","353"
