"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","24"
"Janssen Vaccines & Prevention B.V","free state","Adults","3"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","97"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","63"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","25"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","22"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","80"
"Janssen Vaccines & Prevention B.V","western cape","Adults","29"
"Pfizer","eastern cape","12-17 Years","13"
"Pfizer","eastern cape","Adults","93"
"Pfizer","free state","12-17 Years","10"
"Pfizer","free state","Adults","18"
"Pfizer","gauteng","12-17 Years","131"
"Pfizer","gauteng","Adults","355"
"Pfizer","kwazulu-natal","12-17 Years","50"
"Pfizer","kwazulu-natal","Adults","147"
"Pfizer","limpopo","12-17 Years","28"
"Pfizer","limpopo","Adults","33"
"Pfizer","mpumalanga","12-17 Years","8"
"Pfizer","mpumalanga","Adults","15"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","48"
"Pfizer","north west","Adults","103"
"Pfizer","western cape","12-17 Years","31"
"Pfizer","western cape","Adults","74"
