"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10654","5051","15705"
"National","eastern cape","Private Health","Male","8935","3875","12810"
"National","eastern cape","Public Health","Female","142330","46519","188849"
"National","eastern cape","Public Health","Male","115847","32144","147991"
"National","free state","Private Health","Female","9231","4335","13566"
"National","free state","Private Health","Male","7487","3317","10804"
"National","free state","Public Health","Female","83771","38346","122117"
"National","free state","Public Health","Male","71477","28588","100065"
"National","gauteng","Private Health","Female","54084","29482","83566"
"National","gauteng","Private Health","Male","49394","25110","74504"
"National","gauteng","Public Health","Female","161526","62702","224228"
"National","gauteng","Public Health","Male","127343","45696","173039"
"National","kwazulu-natal","Private Health","Female","17453","9633","27086"
"National","kwazulu-natal","Private Health","Male","15757","8148","23905"
"National","kwazulu-natal","Public Health","Female","149697","57860","207557"
"National","kwazulu-natal","Public Health","Male","101468","34829","136297"
"National","limpopo","Private Health","Female","11642","5006","16648"
"National","limpopo","Private Health","Male","9017","3476","12493"
"National","limpopo","Public Health","Female","135290","43422","178712"
"National","limpopo","Public Health","Male","115243","32398","147641"
"National","mpumalanga","Private Health","Female","4008","1672","5680"
"National","mpumalanga","Private Health","Male","3514","1457","4971"
"National","mpumalanga","Public Health","Female","73943","23233","97176"
"National","mpumalanga","Public Health","Male","61263","16404","77667"
"National","northern cape","Private Health","Female","2139","1030","3169"
"National","northern cape","Private Health","Male","1959","776","2735"
"National","northern cape","Public Health","Female","16142","4860","21002"
"National","northern cape","Public Health","Male","12683","3640","16323"
"National","north west","Private Health","Female","5284","2398","7682"
"National","north west","Private Health","Male","4774","1999","6773"
"National","north west","Public Health","Female","78689","26727","105416"
"National","north west","Public Health","Male","64959","19075","84034"
"National","western cape","Private Health","Female","23731","12247","35978"
"National","western cape","Private Health","Male","21267","10507","31774"
"National","western cape","Public Health","Female","47072","15442","62514"
"National","western cape","Public Health","Male","39098","12583","51681"
