"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914687"
"Janssen Vaccines & Prevention B.V","free state","Adults","485966"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1537800"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1236017"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076616"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","822057"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214712"
"Janssen Vaccines & Prevention B.V","north west","Adults","712006"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748463"
"Pfizer","eastern cape","12-17 Years","95510"
"Pfizer","eastern cape","Adults","1120391"
"Pfizer","free state","12-17 Years","77726"
"Pfizer","free state","Adults","589198"
"Pfizer","gauteng","12-17 Years","170021"
"Pfizer","gauteng","Adults","3376398"
"Pfizer","kwazulu-natal","12-17 Years","121156"
"Pfizer","kwazulu-natal","Adults","1639094"
"Pfizer","limpopo","12-17 Years","91884"
"Pfizer","limpopo","Adults","873868"
"Pfizer","mpumalanga","12-17 Years","46415"
"Pfizer","mpumalanga","Adults","469372"
"Pfizer","northern cape","12-17 Years","11764"
"Pfizer","northern cape","Adults","192619"
"Pfizer","north west","12-17 Years","52541"
"Pfizer","north west","Adults","537573"
"Pfizer","western cape","12-17 Years","52523"
"Pfizer","western cape","Adults","1858064"
