"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10504","5127","15631"
"National","eastern cape","Private Health","Male","8875","3978","12853"
"National","eastern cape","Public Health","Female","143975","50863","194838"
"National","eastern cape","Public Health","Male","118070","35542","153612"
"National","free state","Private Health","Female","9170","4599","13769"
"National","free state","Private Health","Male","7521","3488","11009"
"National","free state","Public Health","Female","83838","39854","123692"
"National","free state","Public Health","Male","71628","29785","101413"
"National","gauteng","Private Health","Female","53786","30284","84070"
"National","gauteng","Private Health","Male","49390","25908","75298"
"National","gauteng","Public Health","Female","163475","65697","229172"
"National","gauteng","Public Health","Male","129114","48132","177246"
"National","kwazulu-natal","Private Health","Female","17206","9704","26910"
"National","kwazulu-natal","Private Health","Male","15549","8249","23798"
"National","kwazulu-natal","Public Health","Female","156243","64168","220411"
"National","kwazulu-natal","Public Health","Male","106322","39035","145357"
"National","limpopo","Private Health","Female","11828","5165","16993"
"National","limpopo","Private Health","Male","9206","3609","12815"
"National","limpopo","Public Health","Female","141043","47538","188581"
"National","limpopo","Public Health","Male","122519","35572","158091"
"National","mpumalanga","Private Health","Female","4024","1723","5747"
"National","mpumalanga","Private Health","Male","3513","1507","5020"
"National","mpumalanga","Public Health","Female","75496","25432","100928"
"National","mpumalanga","Public Health","Male","62714","17753","80467"
"National","northern cape","Private Health","Female","2144","1068","3212"
"National","northern cape","Private Health","Male","1972","813","2785"
"National","northern cape","Public Health","Female","17124","5699","22823"
"National","northern cape","Public Health","Male","13380","4184","17564"
"National","north west","Private Health","Female","5255","2449","7704"
"National","north west","Private Health","Male","4751","2047","6798"
"National","north west","Public Health","Female","79018","27883","106901"
"National","north west","Public Health","Male","65429","20162","85591"
"National","western cape","Private Health","Female","23634","12699","36333"
"National","western cape","Private Health","Male","21268","10978","32246"
"National","western cape","Public Health","Female","47059","15860","62919"
"National","western cape","Public Health","Male","39309","12986","52295"
