"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","830","0","1629","2459"
"Janssen Vaccines & Prevention B.V","free state","Adults","407","0","816","1223"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1490","0","1238","2728"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","768","0","1027","1795"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","737","0","1747","2484"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","795","0","986","1781"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","158","0","285","443"
"Janssen Vaccines & Prevention B.V","north west","Adults","464","0","769","1233"
"Janssen Vaccines & Prevention B.V","western cape","Adults","372","0","543","915"
"Pfizer","eastern cape","12-17 Years","2727","1640","0","4367"
"Pfizer","eastern cape","Adults","684","1019","1868","3571"
"Pfizer","free state","12-17 Years","636","586","0","1222"
"Pfizer","free state","Adults","363","471","1023","1857"
"Pfizer","gauteng","12-17 Years","1243","1431","0","2674"
"Pfizer","gauteng","Adults","1789","2243","3964","7996"
"Pfizer","kwazulu-natal","12-17 Years","1297","1232","0","2529"
"Pfizer","kwazulu-natal","Adults","1163","1226","1687","4076"
"Pfizer","limpopo","12-17 Years","2142","877","0","3019"
"Pfizer","limpopo","Adults","429","714","1979","3122"
"Pfizer","mpumalanga","12-17 Years","804","425","0","1229"
"Pfizer","mpumalanga","Adults","353","352","744","1449"
"Pfizer","northern cape","12-17 Years","553","129","0","682"
"Pfizer","northern cape","Adults","185","142","270","597"
"Pfizer","north west","12-17 Years","629","577","0","1206"
"Pfizer","north west","Adults","257","347","555","1159"
"Pfizer","western cape","12-17 Years","62","82","0","144"
"Pfizer","western cape","Adults","565","666","2167","3398"
