"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","830"
"Janssen Vaccines & Prevention B.V","free state","Adults","407"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1490"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","768"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","737"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","795"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","158"
"Janssen Vaccines & Prevention B.V","north west","Adults","464"
"Janssen Vaccines & Prevention B.V","western cape","Adults","372"
"Pfizer","eastern cape","12-17 Years","1640"
"Pfizer","eastern cape","Adults","1019"
"Pfizer","free state","12-17 Years","586"
"Pfizer","free state","Adults","471"
"Pfizer","gauteng","12-17 Years","1431"
"Pfizer","gauteng","Adults","2244"
"Pfizer","kwazulu-natal","12-17 Years","1232"
"Pfizer","kwazulu-natal","Adults","1226"
"Pfizer","limpopo","12-17 Years","877"
"Pfizer","limpopo","Adults","714"
"Pfizer","mpumalanga","12-17 Years","425"
"Pfizer","mpumalanga","Adults","352"
"Pfizer","northern cape","12-17 Years","129"
"Pfizer","northern cape","Adults","142"
"Pfizer","north west","12-17 Years","577"
"Pfizer","north west","Adults","347"
"Pfizer","western cape","12-17 Years","82"
"Pfizer","western cape","Adults","666"
