"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","78","0","104","182"
"Janssen Vaccines & Prevention B.V","free state","Adults","10","0","10","20"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","340","0","175","515"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","103","0","116","219"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","25","0","44","69"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","73","0","32","105"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","8","0","8","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","114","0","222","336"
"Janssen Vaccines & Prevention B.V","western cape","Adults","28","0","41","69"
"Pfizer","eastern cape","12-17 Years","48","26","0","74"
"Pfizer","eastern cape","Adults","52","63","98","213"
"Pfizer","free state","12-17 Years","3","10","0","13"
"Pfizer","free state","Adults","19","19","118","156"
"Pfizer","gauteng","12-17 Years","194","168","0","362"
"Pfizer","gauteng","Adults","466","550","765","1781"
"Pfizer","kwazulu-natal","12-17 Years","61","60","0","121"
"Pfizer","kwazulu-natal","Adults","172","185","258","615"
"Pfizer","limpopo","12-17 Years","171","37","0","208"
"Pfizer","limpopo","Adults","40","54","38","132"
"Pfizer","mpumalanga","12-17 Years","13","8","0","21"
"Pfizer","mpumalanga","Adults","13","25","43","81"
"Pfizer","northern cape","12-17 Years","5","2","0","7"
"Pfizer","northern cape","Adults","23","8","2","33"
"Pfizer","north west","12-17 Years","123","50","0","173"
"Pfizer","north west","Adults","72","84","107","263"
"Pfizer","western cape","12-17 Years","30","43","0","73"
"Pfizer","western cape","Adults","61","71","231","363"
