"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","78"
"Janssen Vaccines & Prevention B.V","free state","Adults","10"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","340"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","103"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","25"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","73"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","114"
"Janssen Vaccines & Prevention B.V","western cape","Adults","28"
"Pfizer","eastern cape","12-17 Years","26"
"Pfizer","eastern cape","Adults","63"
"Pfizer","free state","12-17 Years","10"
"Pfizer","free state","Adults","19"
"Pfizer","gauteng","12-17 Years","168"
"Pfizer","gauteng","Adults","550"
"Pfizer","kwazulu-natal","12-17 Years","60"
"Pfizer","kwazulu-natal","Adults","185"
"Pfizer","limpopo","12-17 Years","37"
"Pfizer","limpopo","Adults","54"
"Pfizer","mpumalanga","12-17 Years","8"
"Pfizer","mpumalanga","Adults","25"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","8"
"Pfizer","north west","12-17 Years","50"
"Pfizer","north west","Adults","84"
"Pfizer","western cape","12-17 Years","43"
"Pfizer","western cape","Adults","71"
