"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","109","0","162","271"
"Janssen Vaccines & Prevention B.V","free state","Adults","20","0","63","83"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","428","0","222","650"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","130","0","115","245"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","157","0","215","372"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","144","0","154","298"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","38","0","28","66"
"Janssen Vaccines & Prevention B.V","north west","Adults","113","0","151","264"
"Janssen Vaccines & Prevention B.V","western cape","Adults","105","0","64","169"
"Pfizer","eastern cape","12-17 Years","356","460","0","816"
"Pfizer","eastern cape","Adults","308","365","411","1084"
"Pfizer","free state","12-17 Years","34","10","0","44"
"Pfizer","free state","Adults","42","75","97","214"
"Pfizer","gauteng","12-17 Years","26","20","0","46"
"Pfizer","gauteng","Adults","306","289","399","994"
"Pfizer","kwazulu-natal","12-17 Years","11","23","0","34"
"Pfizer","kwazulu-natal","Adults","142","153","98","393"
"Pfizer","limpopo","12-17 Years","157","76","0","233"
"Pfizer","limpopo","Adults","195","160","177","532"
"Pfizer","mpumalanga","12-17 Years","29","69","0","98"
"Pfizer","mpumalanga","Adults","62","67","52","181"
"Pfizer","northern cape","12-17 Years","60","29","0","89"
"Pfizer","northern cape","Adults","56","55","33","144"
"Pfizer","north west","12-17 Years","37","58","0","95"
"Pfizer","north west","Adults","64","84","74","222"
"Pfizer","western cape","12-17 Years","35","11","0","46"
"Pfizer","western cape","Adults","96","90","128","314"
