"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10621","5076","15697"
"National","eastern cape","Private Health","Male","8929","3902","12831"
"National","eastern cape","Public Health","Female","144260","49601","193861"
"National","eastern cape","Public Health","Male","117679","34609","152288"
"National","free state","Private Health","Female","9201","4429","13630"
"National","free state","Private Health","Male","7519","3374","10893"
"National","free state","Public Health","Female","84158","39016","123174"
"National","free state","Public Health","Male","71837","29139","100976"
"National","gauteng","Private Health","Female","53932","29647","83579"
"National","gauteng","Private Health","Male","49394","25285","74679"
"National","gauteng","Public Health","Female","163187","64154","227341"
"National","gauteng","Public Health","Male","128710","46875","175585"
"National","kwazulu-natal","Private Health","Female","17388","9646","27034"
"National","kwazulu-natal","Private Health","Male","15710","8191","23901"
"National","kwazulu-natal","Public Health","Female","153999","61268","215267"
"National","kwazulu-natal","Public Health","Male","104705","37211","141916"
"National","limpopo","Private Health","Female","11798","5068","16866"
"National","limpopo","Private Health","Male","9110","3521","12631"
"National","limpopo","Public Health","Female","139299","45319","184618"
"National","limpopo","Public Health","Male","120331","34073","154404"
"National","mpumalanga","Private Health","Female","4044","1683","5727"
"National","mpumalanga","Private Health","Male","3522","1470","4992"
"National","mpumalanga","Public Health","Female","75030","24495","99525"
"National","mpumalanga","Public Health","Male","62386","17218","79604"
"National","northern cape","Private Health","Female","2149","1040","3189"
"National","northern cape","Private Health","Male","1963","784","2747"
"National","northern cape","Public Health","Female","16868","5337","22205"
"National","northern cape","Public Health","Male","13231","3962","17193"
"National","north west","Private Health","Female","5262","2409","7671"
"National","north west","Private Health","Male","4761","2013","6774"
"National","north west","Public Health","Female","79245","27461","106706"
"National","north west","Public Health","Male","65512","19696","85208"
"National","western cape","Private Health","Female","23705","12359","36064"
"National","western cape","Private Health","Male","21310","10673","31983"
"National","western cape","Public Health","Female","47141","15532","62673"
"National","western cape","Public Health","Male","39239","12687","51926"
