"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","909175"
"Janssen Vaccines & Prevention B.V","free state","Adults","483307"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1523650"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1224621"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1072097"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","811417"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212926"
"Janssen Vaccines & Prevention B.V","north west","Adults","708852"
"Janssen Vaccines & Prevention B.V","western cape","Adults","744353"
"Pfizer","eastern cape","12-17 Years","93188"
"Pfizer","eastern cape","Adults","1110058"
"Pfizer","free state","12-17 Years","75958"
"Pfizer","free state","Adults","583615"
"Pfizer","gauteng","12-17 Years","165961"
"Pfizer","gauteng","Adults","3352461"
"Pfizer","kwazulu-natal","12-17 Years","116316"
"Pfizer","kwazulu-natal","Adults","1620444"
"Pfizer","limpopo","12-17 Years","87981"
"Pfizer","limpopo","Adults","867185"
"Pfizer","mpumalanga","12-17 Years","44866"
"Pfizer","mpumalanga","Adults","462691"
"Pfizer","northern cape","12-17 Years","11123"
"Pfizer","northern cape","Adults","190160"
"Pfizer","north west","12-17 Years","51579"
"Pfizer","north west","Adults","533058"
"Pfizer","western cape","12-17 Years","51251"
"Pfizer","western cape","Adults","1849115"
