"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102950"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119933"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72184"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107573"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51421"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165890"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212125"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90863"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81298"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76059"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153644"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144805"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33403"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327521"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560335"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102800"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469174"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108028"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80131"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345360"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58795"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63929"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102878"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67813"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141702"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102791"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97599"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97051"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98895"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275226"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245586"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187101"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244836"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136776"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416333"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189458"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232582"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71942"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41805"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28273"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59380"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296938"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109433"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201209"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110581"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434371"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121650"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78138"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47533"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68697"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9620"
"Pfizer","eastern cape","Amathole DM","Adults","148781"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","28264"
"Pfizer","eastern cape","A Nzo DM","Adults","103698"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17957"
"Pfizer","eastern cape","Buffalo City MM","Adults","213369"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6442"
"Pfizer","eastern cape","C Hani DM","Adults","118949"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5504"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56037"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14656"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276187"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29769"
"Pfizer","eastern cape","O Tambo DM","Adults","136957"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11285"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93654"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9291"
"Pfizer","free state","Fezile Dabi DM","Adults","93950"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11572"
"Pfizer","free state","Lejweleputswa DM","Adults","154145"
"Pfizer","free state","Mangaung MM","12-17 Years","28459"
"Pfizer","free state","Mangaung MM","Adults","201821"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29183"
"Pfizer","free state","T Mofutsanyana DM","Adults","137881"
"Pfizer","free state","Xhariep DM","12-17 Years","2013"
"Pfizer","free state","Xhariep DM","Adults","14271"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38649"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808140"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55543"
"Pfizer","gauteng","Johannesburg MM","Adults","1493903"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12133"
"Pfizer","gauteng","Sedibeng DM","Adults","155261"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44256"
"Pfizer","gauteng","Tshwane MM","Adults","731428"
"Pfizer","gauteng","West Rand DM","12-17 Years","18099"
"Pfizer","gauteng","West Rand DM","Adults","234914"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4699"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50073"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23052"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","770644"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13651"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68337"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6957"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98938"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8343"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92826"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8896"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134775"
