"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","828756","0","90018","918774"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","449641","0","60074","509715"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1341747","0","149032","1490779"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1096048","0","117256","1213304"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1015935","0","92121","1108056"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","762344","0","75679","838023"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199384","0","18558","217942"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","672211","0","80026","752237"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","636795","0","84850","721645"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60849","0","24220","85069"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137191","0","65357","202548"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94471","0","40020","134491"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21880","0","7150","29030"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94512","0","61527","156039"
"Pfizer","National","eastern cape","Adults","1301482","1082697","157805","2541984"
"Pfizer","National","eastern cape","12-17 Years","237816","55799","0","293615"
"Pfizer","National","free state","12-17 Years","158933","59925","0","218858"
"Pfizer","National","free state","Adults","653556","568760","97777","1320093"
"Pfizer","National","gauteng","12-17 Years","366220","136320","6","502546"
"Pfizer","National","gauteng","Adults","3814840","3281114","530943","7626897"
"Pfizer","National","kwazulu-natal","Adults","1904663","1568837","246605","3720105"
"Pfizer","National","kwazulu-natal","12-17 Years","238042","73930","4","311976"
"Pfizer","National","limpopo","Adults","1012574","845876","118689","1977139"
"Pfizer","National","limpopo","12-17 Years","229462","63321","0","292783"
"Pfizer","National","mpumalanga","12-17 Years","125979","30713","0","156692"
"Pfizer","National","mpumalanga","Adults","549920","449331","71330","1070581"
"Pfizer","National","northern cape","12-17 Years","24915","7578","0","32493"
"Pfizer","National","northern cape","Adults","217593","185469","24053","427115"
"Pfizer","National","north west","12-17 Years","142933","40047","0","182980"
"Pfizer","National","north west","Adults","604698","520195","83334","1208227"
"Pfizer","National","western cape","12-17 Years","129933","48151","1","178085"
"Pfizer","National","western cape","Adults","2086678","1824176","396521","4307375"
