"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10688","4810","15498"
"National","eastern cape","Private Health","Male","8881","3659","12540"
"National","eastern cape","Public Health","Female","121155","28508","149663"
"National","eastern cape","Public Health","Male","97092","18822","115914"
"National","free state","Private Health","Female","8858","3899","12757"
"National","free state","Private Health","Male","7234","2968","10202"
"National","free state","Public Health","Female","77342","30731","108073"
"National","free state","Public Health","Male","65499","22327","87826"
"National","gauteng","Private Health","Female","54191","28288","82479"
"National","gauteng","Private Health","Male","49154","23876","73030"
"National","gauteng","Public Health","Female","146928","48449","195377"
"National","gauteng","Public Health","Male","115947","35707","151654"
"National","kwazulu-natal","Private Health","Female","17486","9279","26765"
"National","kwazulu-natal","Private Health","Male","15750","7820","23570"
"National","kwazulu-natal","Public Health","Female","121967","35334","157301"
"National","kwazulu-natal","Public Health","Male","82839","21497","104336"
"National","limpopo","Private Health","Female","10671","4448","15119"
"National","limpopo","Private Health","Male","8398","3182","11580"
"National","limpopo","Public Health","Female","114387","31730","146117"
"National","limpopo","Public Health","Male","96006","23961","119967"
"National","mpumalanga","Private Health","Female","4049","1595","5644"
"National","mpumalanga","Private Health","Male","3519","1368","4887"
"National","mpumalanga","Public Health","Female","64285","16095","80380"
"National","mpumalanga","Public Health","Male","54126","11655","65781"
"National","northern cape","Private Health","Female","2142","986","3128"
"National","northern cape","Private Health","Male","1932","720","2652"
"National","northern cape","Public Health","Female","11583","3361","14944"
"National","northern cape","Public Health","Male","9258","2511","11769"
"National","north west","Private Health","Female","5236","2287","7523"
"National","north west","Private Health","Male","4726","1928","6654"
"National","north west","Public Health","Female","72767","20872","93639"
"National","north west","Public Health","Male","60204","14960","75164"
"National","western cape","Private Health","Female","23665","11595","35260"
"National","western cape","Private Health","Male","21075","9868","30943"
"National","western cape","Public Health","Female","46595","14715","61310"
"National","western cape","Public Health","Male","38598","11973","50571"
