"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","489","0","998","1487"
"Janssen Vaccines & Prevention B.V","free state","Adults","223","0","585","808"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1058","0","876","1934"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","729","0","814","1543"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","556","0","1302","1858"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","684","0","734","1418"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","124","0","319","443"
"Janssen Vaccines & Prevention B.V","north west","Adults","293","0","417","710"
"Janssen Vaccines & Prevention B.V","western cape","Adults","368","0","488","856"
"Pfizer","eastern cape","12-17 Years","828","1311","0","2139"
"Pfizer","eastern cape","Adults","448","777","1542","2767"
"Pfizer","free state","12-17 Years","379","274","0","653"
"Pfizer","free state","Adults","235","376","615","1226"
"Pfizer","gauteng","12-17 Years","614","426","0","1040"
"Pfizer","gauteng","Adults","1163","1428","2017","4608"
"Pfizer","kwazulu-natal","12-17 Years","774","684","0","1458"
"Pfizer","kwazulu-natal","Adults","968","1074","1191","3233"
"Pfizer","limpopo","12-17 Years","1617","865","0","2482"
"Pfizer","limpopo","Adults","413","614","1037","2064"
"Pfizer","mpumalanga","12-17 Years","325","440","0","765"
"Pfizer","mpumalanga","Adults","313","298","525","1136"
"Pfizer","northern cape","12-17 Years","164","104","0","268"
"Pfizer","northern cape","Adults","146","152","221","519"
"Pfizer","north west","12-17 Years","242","408","0","650"
"Pfizer","north west","Adults","180","302","560","1042"
"Pfizer","western cape","12-17 Years","86","95","0","181"
"Pfizer","western cape","Adults","430","595","1341","2366"
