"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","858561","0","147879","1006440"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463570","0","91545","555115"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1414983","0","203416","1618399"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1154536","0","177432","1331968"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1048244","0","147760","1196004"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","810337","0","125045","935382"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206894","0","33970","240864"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691405","0","111169","802574"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","658325","0","110029","768354"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137563","0","65384","202947"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40024","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21922","0","7151","29073"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23477","0","8965","32442"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1347228","1134864","241185","2723277"
"Pfizer","National","eastern cape","12-17 Years","290352","111907","0","402259"
"Pfizer","National","free state","12-17 Years","171384","79795","0","251179"
"Pfizer","National","free state","Adults","678413","597012","139846","1415271"
"Pfizer","National","gauteng","12-17 Years","390016","170626","17","560659"
"Pfizer","National","gauteng","Adults","3925502","3403999","674928","8004429"
"Pfizer","National","kwazulu-natal","Adults","1993794","1660881","332235","3986910"
"Pfizer","National","kwazulu-natal","12-17 Years","296683","133064","9","429756"
"Pfizer","National","limpopo","Adults","1048999","882621","173786","2105406"
"Pfizer","National","limpopo","12-17 Years","290359","97759","2","388120"
"Pfizer","National","mpumalanga","12-17 Years","148118","51037","0","199155"
"Pfizer","National","mpumalanga","Adults","578220","477029","107315","1162564"
"Pfizer","National","northern cape","12-17 Years","36355","14447","0","50802"
"Pfizer","National","northern cape","Adults","227758","194781","36191","458730"
"Pfizer","National","north west","12-17 Years","152158","52813","4","204975"
"Pfizer","National","north west","Adults","625654","541495","111315","1278464"
"Pfizer","National","western cape","12-17 Years","132675","53799","2","186476"
"Pfizer","National","western cape","Adults","2126436","1868857","487199","4482492"
