"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","188","0","394","582"
"Janssen Vaccines & Prevention B.V","free state","Adults","112","0","260","372"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","439","0","285","724"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","330","0","341","671"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","165","0","390","555"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","342","0","379","721"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","138","0","163","301"
"Janssen Vaccines & Prevention B.V","north west","Adults","114","0","255","369"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116","0","182","298"
"Pfizer","eastern cape","12-17 Years","88","72","0","160"
"Pfizer","eastern cape","Adults","301","430","784","1515"
"Pfizer","free state","12-17 Years","27","52","0","79"
"Pfizer","free state","Adults","152","172","292","616"
"Pfizer","gauteng","12-17 Years","88","140","0","228"
"Pfizer","gauteng","Adults","532","606","876","2014"
"Pfizer","kwazulu-natal","12-17 Years","104","194","0","298"
"Pfizer","kwazulu-natal","Adults","492","557","566","1615"
"Pfizer","limpopo","12-17 Years","127","99","0","226"
"Pfizer","limpopo","Adults","168","256","459","883"
"Pfizer","mpumalanga","12-17 Years","35","34","0","69"
"Pfizer","mpumalanga","Adults","126","191","355","672"
"Pfizer","northern cape","12-17 Years","32","34","0","66"
"Pfizer","northern cape","Adults","138","106","143","387"
"Pfizer","north west","12-17 Years","35","30","0","65"
"Pfizer","north west","Adults","80","139","174","393"
"Pfizer","western cape","12-17 Years","28","48","0","76"
"Pfizer","western cape","Adults","187","213","553","953"
