"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10445","5111","15556"
"National","eastern cape","Private Health","Male","8846","3974","12820"
"National","eastern cape","Public Health","Female","143985","51643","195628"
"National","eastern cape","Public Health","Male","118100","36303","154403"
"National","free state","Private Health","Female","9138","4606","13744"
"National","free state","Private Health","Male","7497","3528","11025"
"National","free state","Public Health","Female","83607","39880","123487"
"National","free state","Public Health","Male","71509","29875","101384"
"National","gauteng","Private Health","Female","53600","30344","83944"
"National","gauteng","Private Health","Male","49218","25992","75210"
"National","gauteng","Public Health","Female","162965","65694","228659"
"National","gauteng","Public Health","Male","128795","48227","177022"
"National","kwazulu-natal","Private Health","Female","17120","9685","26805"
"National","kwazulu-natal","Private Health","Male","15496","8258","23754"
"National","kwazulu-natal","Public Health","Female","156291","65131","221422"
"National","kwazulu-natal","Public Health","Male","106413","39528","145941"
"National","limpopo","Private Health","Female","11786","5177","16963"
"National","limpopo","Private Health","Male","9186","3624","12810"
"National","limpopo","Public Health","Female","140943","47773","188716"
"National","limpopo","Public Health","Male","122424","35762","158186"
"National","mpumalanga","Private Health","Female","4010","1729","5739"
"National","mpumalanga","Private Health","Male","3493","1523","5016"
"National","mpumalanga","Public Health","Female","75559","25679","101238"
"National","mpumalanga","Public Health","Male","62754","17898","80652"
"National","northern cape","Private Health","Female","2132","1064","3196"
"National","northern cape","Private Health","Male","1953","813","2766"
"National","northern cape","Public Health","Female","17418","6082","23500"
"National","northern cape","Public Health","Male","13647","4476","18123"
"National","north west","Private Health","Female","5220","2437","7657"
"National","north west","Private Health","Male","4729","2040","6769"
"National","north west","Public Health","Female","78821","27975","106796"
"National","north west","Public Health","Male","65312","20273","85585"
"National","western cape","Private Health","Female","23575","12759","36334"
"National","western cape","Private Health","Male","21229","11009","32238"
"National","western cape","Public Health","Female","46922","15921","62843"
"National","western cape","Public Health","Male","39221","13063","52284"
