"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","38","194"
"National","eastern cape","Amathole DM","Private Health","Male","99","19","118"
"National","eastern cape","Amathole DM","Public Health","Female","13854","4523","18377"
"National","eastern cape","Amathole DM","Public Health","Male","11733","3774","15507"
"National","eastern cape","A Nzo DM","Public Health","Female","29826","14179","44005"
"National","eastern cape","A Nzo DM","Public Health","Male","25796","10526","36322"
"National","eastern cape","Buffalo City MM","Private Health","Female","2906","1197","4103"
"National","eastern cape","Buffalo City MM","Private Health","Male","2368","913","3281"
"National","eastern cape","Buffalo City MM","Public Health","Female","16090","8994","25084"
"National","eastern cape","Buffalo City MM","Public Health","Male","12378","6124","18502"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14050","3637","17687"
"National","eastern cape","C Hani DM","Public Health","Male","11284","2640","13924"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","666","368","1034"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","513","219","732"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7898","2703","10601"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7074","2148","9222"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4169","2093","6262"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3739","1739","5478"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15754","6443","22197"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12257","4519","16776"
"National","eastern cape","O Tambo DM","Private Health","Female","319","122","441"
"National","eastern cape","O Tambo DM","Private Health","Male","254","113","367"
"National","eastern cape","O Tambo DM","Public Health","Female","43880","16752","60632"
"National","eastern cape","O Tambo DM","Public Health","Male","36674","12431","49105"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1599","1095","2694"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1385","828","2213"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9677","5342","15019"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8136","3950","12086"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13341","4944","18285"
"National","free state","Fezile Dabi DM","Public Health","Male","10841","3578","14419"
"National","free state","Lejweleputswa DM","Private Health","Female","3844","1479","5323"
"National","free state","Lejweleputswa DM","Private Health","Male","3074","1110","4184"
"National","free state","Lejweleputswa DM","Public Health","Female","14209","5291","19500"
"National","free state","Lejweleputswa DM","Public Health","Male","12157","3710","15867"
"National","free state","Mangaung MM","Private Health","Female","2917","1700","4617"
"National","free state","Mangaung MM","Private Health","Male","2422","1292","3714"
"National","free state","Mangaung MM","Public Health","Female","23709","13947","37656"
"National","free state","Mangaung MM","Public Health","Male","21159","11211","32370"
"National","free state","T Mofutsanyana DM","Private Health","Female","1882","1145","3027"
"National","free state","T Mofutsanyana DM","Private Health","Male","1601","926","2527"
"National","free state","T Mofutsanyana DM","Public Health","Female","27125","15515","42640"
"National","free state","T Mofutsanyana DM","Public Health","Male","23247","11649","34896"
"National","free state","Xhariep DM","Public Health","Female","4306","1198","5504"
"National","free state","Xhariep DM","Public Health","Male","3529","796","4325"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10971","6681","17652"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10095","5659","15754"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41253","15395","56648"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32519","11166","43685"
"National","gauteng","Johannesburg MM","Private Health","Female","25668","13906","39574"
"National","gauteng","Johannesburg MM","Private Health","Male","23444","12050","35494"
"National","gauteng","Johannesburg MM","Public Health","Female","46857","16956","63813"
"National","gauteng","Johannesburg MM","Public Health","Male","37877","13205","51082"
"National","gauteng","Sedibeng DM","Private Health","Female","1615","1027","2642"
"National","gauteng","Sedibeng DM","Private Health","Male","1456","707","2163"
"National","gauteng","Sedibeng DM","Public Health","Female","13947","5959","19906"
"National","gauteng","Sedibeng DM","Public Health","Male","10948","4567","15515"
"National","gauteng","Tshwane MM","Private Health","Female","11698","6712","18410"
"National","gauteng","Tshwane MM","Private Health","Male","11106","6054","17160"
"National","gauteng","Tshwane MM","Public Health","Female","40108","18668","58776"
"National","gauteng","Tshwane MM","Public Health","Male","30931","13060","43991"
"National","gauteng","West Rand DM","Private Health","Female","2216","1524","3740"
"National","gauteng","West Rand DM","Private Health","Male","1843","1238","3081"
"National","gauteng","West Rand DM","Public Health","Female","17594","8794","26388"
"National","gauteng","West Rand DM","Public Health","Male","14390","6580","20970"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","186","57","243"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6634","2846","9480"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4252","1746","5998"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11990","7075","19065"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11131","6225","17356"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14531","5532","20063"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11811","4417","16228"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","367","172","539"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","349","137","486"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13111","7784","20895"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10254","5622","15876"
"National","kwazulu-natal","iLembe DM","Private Health","Female","554","336","890"
"National","kwazulu-natal","iLembe DM","Private Health","Male","491","284","775"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8448","4167","12615"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4978","2212","7190"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","339","136","475"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","314","96","410"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12522","5100","17622"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8096","3108","11204"
"National","kwazulu-natal","Ugu DM","Private Health","Female","905","563","1468"
"National","kwazulu-natal","Ugu DM","Private Health","Male","722","429","1151"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12476","5143","17619"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8027","2743","10770"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1647","856","2503"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1520","776","2296"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12584","4967","17551"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8705","3038","11743"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20670","10275","30945"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13121","5402","18523"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","15049","6384","21433"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9292","3474","12766"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","288","125","413"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","187","78","265"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15492","6960","22452"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10440","4066","14506"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","48","4","52"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24449","12999","37448"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17557","8197","25754"
"National","limpopo","Capricorn DM","Private Health","Female","2644","1417","4061"
"National","limpopo","Capricorn DM","Private Health","Male","2155","1065","3220"
"National","limpopo","Capricorn DM","Public Health","Female","33980","13635","47615"
"National","limpopo","Capricorn DM","Public Health","Male","29377","10281","39658"
"National","limpopo","Mopani DM","Private Health","Female","983","487","1470"
"National","limpopo","Mopani DM","Private Health","Male","852","405","1257"
"National","limpopo","Mopani DM","Public Health","Female","36100","11983","48083"
"National","limpopo","Mopani DM","Public Health","Male","29700","8552","38252"
"National","limpopo","Sekhukhune DM","Private Health","Female","839","404","1243"
"National","limpopo","Sekhukhune DM","Private Health","Male","835","316","1151"
"National","limpopo","Sekhukhune DM","Public Health","Female","25401","9563","34964"
"National","limpopo","Sekhukhune DM","Public Health","Male","25069","8093","33162"
"National","limpopo","Vhembe DM","Private Health","Female","5982","2529","8511"
"National","limpopo","Vhembe DM","Private Health","Male","4102","1486","5588"
"National","limpopo","Vhembe DM","Public Health","Female","32584","10353","42937"
"National","limpopo","Vhembe DM","Public Health","Male","27092","7382","34474"
"National","limpopo","Waterberg DM","Private Health","Female","1267","516","1783"
"National","limpopo","Waterberg DM","Private Health","Male","1141","443","1584"
"National","limpopo","Waterberg DM","Public Health","Female","16361","6354","22715"
"National","limpopo","Waterberg DM","Public Health","Male","13541","4621","18162"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2054","958","3012"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1746","846","2592"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45556","17735","63291"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34566","11298","45864"
"National","mpumalanga","G Sibande DM","Private Health","Female","707","276","983"
"National","mpumalanga","G Sibande DM","Private Health","Male","602","251","853"
"National","mpumalanga","G Sibande DM","Public Health","Female","15553","5890","21443"
"National","mpumalanga","G Sibande DM","Public Health","Male","11958","4003","15961"
"National","mpumalanga","Nkangala DM","Private Health","Female","1078","451","1529"
"National","mpumalanga","Nkangala DM","Private Health","Male","1024","402","1426"
"National","mpumalanga","Nkangala DM","Public Health","Female","16327","6210","22537"
"National","mpumalanga","Nkangala DM","Public Health","Male","17112","5201","22313"
"National","northern cape","Frances Baard DM","Private Health","Female","1261","631","1892"
"National","northern cape","Frances Baard DM","Private Health","Male","1201","515","1716"
"National","northern cape","Frances Baard DM","Public Health","Female","6320","2781","9101"
"National","northern cape","Frances Baard DM","Public Health","Male","5063","2081","7144"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","318","200","518"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","278","144","422"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3105","1121","4226"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2386","841","3227"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","156","72","228"
"National","northern cape","Namakwa DM","Public Health","Female","1568","576","2144"
"National","northern cape","Namakwa DM","Public Health","Male","1253","440","1693"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3663","1619","5282"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2787","1154","3941"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","325","111","436"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","268","79","347"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3567","1499","5066"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2834","1062","3896"
"National","north west","Bojanala Platinum DM","Private Health","Female","2494","1194","3688"
"National","north west","Bojanala Platinum DM","Private Health","Male","2269","993","3262"
"National","north west","Bojanala Platinum DM","Public Health","Female","30071","12350","42421"
"National","north west","Bojanala Platinum DM","Public Health","Male","24646","8949","33595"
"National","north west","Dr K Kaunda DM","Private Health","Female","1384","672","2056"
"National","north west","Dr K Kaunda DM","Private Health","Male","1163","539","1702"
"National","north west","Dr K Kaunda DM","Public Health","Female","12791","4486","17277"
"National","north west","Dr K Kaunda DM","Public Health","Male","10381","3333","13714"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","918","380","1298"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","824","368","1192"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20753","7115","27868"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17197","5104","22301"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","249","136","385"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","341","120","461"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13385","3819","17204"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11786","3019","14805"
"National","western cape","Cape Town MM","Private Health","Female","17098","9460","26558"
"National","western cape","Cape Town MM","Private Health","Male","15504","8213","23717"
"National","western cape","Cape Town MM","Public Health","Female","30029","10524","40553"
"National","western cape","Cape Town MM","Public Health","Male","25311","9040","34351"
"National","western cape","Cape Winelands DM","Private Health","Female","2974","1603","4577"
"National","western cape","Cape Winelands DM","Private Health","Male","2685","1406","4091"
"National","western cape","Cape Winelands DM","Public Health","Female","6327","2379","8706"
"National","western cape","Cape Winelands DM","Public Health","Male","5405","1864","7269"
"National","western cape","Central Karoo DM","Private Health","Female","73","42","115"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","761","344","1105"
"National","western cape","Central Karoo DM","Public Health","Male","578","254","832"
"National","western cape","Garden Route DM","Private Health","Female","1137","634","1771"
"National","western cape","Garden Route DM","Private Health","Male","1036","540","1576"
"National","western cape","Garden Route DM","Public Health","Female","5213","1828","7041"
"National","western cape","Garden Route DM","Public Health","Male","4361","1378","5739"
"National","western cape","Overberg DM","Private Health","Female","555","290","845"
"National","western cape","Overberg DM","Private Health","Male","496","234","730"
"National","western cape","Overberg DM","Public Health","Female","2513","717","3230"
"National","western cape","Overberg DM","Public Health","Male","1936","547","2483"
"National","western cape","West Coast DM","Private Health","Female","881","456","1337"
"National","western cape","West Coast DM","Private Health","Male","852","404","1256"
"National","western cape","West Coast DM","Public Health","Female","3332","1234","4566"
"National","western cape","West Coast DM","Public Health","Male","2813","919","3732"
