"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","36","188"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14364","5387","19751"
"National","eastern cape","Amathole DM","Public Health","Male","12266","4445","16711"
"National","eastern cape","A Nzo DM","Public Health","Female","32124","16527","48651"
"National","eastern cape","A Nzo DM","Public Health","Male","28289","12873","41162"
"National","eastern cape","Buffalo City MM","Private Health","Female","2826","1158","3984"
"National","eastern cape","Buffalo City MM","Private Health","Male","2306","891","3197"
"National","eastern cape","Buffalo City MM","Public Health","Female","16393","9505","25898"
"National","eastern cape","Buffalo City MM","Public Health","Male","12911","6648","19559"
"National","eastern cape","C Hani DM","Private Health","Female","220","106","326"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13820","3613","17433"
"National","eastern cape","C Hani DM","Public Health","Male","11118","2633","13751"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","653","362","1015"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","493","216","709"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7841","2718","10559"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7014","2196","9210"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4060","2039","6099"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3673","1709","5382"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15766","6473","22239"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12253","4590","16843"
"National","eastern cape","O Tambo DM","Private Health","Female","308","119","427"
"National","eastern cape","O Tambo DM","Private Health","Male","245","112","357"
"National","eastern cape","O Tambo DM","Public Health","Female","43795","16992","60787"
"National","eastern cape","O Tambo DM","Public Health","Male","36726","12694","49420"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1568","1078","2646"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1366","818","2184"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9614","5375","14989"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8069","4006","12075"
"National","free state","Fezile Dabi DM","Private Health","Female","471","341","812"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13178","5016","18194"
"National","free state","Fezile Dabi DM","Public Health","Male","10767","3639","14406"
"National","free state","Lejweleputswa DM","Private Health","Female","3758","1447","5205"
"National","free state","Lejweleputswa DM","Private Health","Male","3002","1087","4089"
"National","free state","Lejweleputswa DM","Public Health","Female","14041","5291","19332"
"National","free state","Lejweleputswa DM","Public Health","Male","12052","3731","15783"
"National","free state","Mangaung MM","Private Health","Female","2959","1918","4877"
"National","free state","Mangaung MM","Private Health","Male","2427","1449","3876"
"National","free state","Mangaung MM","Public Health","Female","23430","13871","37301"
"National","free state","Mangaung MM","Public Health","Male","20913","11203","32116"
"National","free state","T Mofutsanyana DM","Private Health","Female","1840","1120","2960"
"National","free state","T Mofutsanyana DM","Private Health","Male","1578","911","2489"
"National","free state","T Mofutsanyana DM","Public Health","Female","26751","15444","42195"
"National","free state","T Mofutsanyana DM","Public Health","Male","22992","11645","34637"
"National","free state","Xhariep DM","Public Health","Female","4251","1195","5446"
"National","free state","Xhariep DM","Public Health","Male","3479","814","4293"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10745","6549","17294"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9916","5595","15511"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40689","15262","55951"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32228","11184","43412"
"National","gauteng","Johannesburg MM","Private Health","Female","25263","13666","38929"
"National","gauteng","Johannesburg MM","Private Health","Male","23069","11884","34953"
"National","gauteng","Johannesburg MM","Public Health","Female","46198","16778","62976"
"National","gauteng","Johannesburg MM","Public Health","Male","37435","13115","50550"
"National","gauteng","Sedibeng DM","Private Health","Female","1582","1009","2591"
"National","gauteng","Sedibeng DM","Private Health","Male","1419","688","2107"
"National","gauteng","Sedibeng DM","Public Health","Female","13720","5880","19600"
"National","gauteng","Sedibeng DM","Public Health","Male","10828","4529","15357"
"National","gauteng","Tshwane MM","Private Health","Female","11443","6590","18033"
"National","gauteng","Tshwane MM","Private Health","Male","10885","5964","16849"
"National","gauteng","Tshwane MM","Public Health","Female","39902","18615","58517"
"National","gauteng","Tshwane MM","Public Health","Male","30853","13091","43944"
"National","gauteng","West Rand DM","Private Health","Female","2170","1500","3670"
"National","gauteng","West Rand DM","Private Health","Male","1810","1224","3034"
"National","gauteng","West Rand DM","Public Health","Female","17404","8799","26203"
"National","gauteng","West Rand DM","Public Health","Male","14255","6580","20835"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6511","2820","9331"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4204","1739","5943"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11721","6885","18606"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10940","6126","17066"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14435","5533","19968"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11775","4433","16208"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","355","164","519"
