"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103040"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119975"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72213"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107612"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51458"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165994"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212241"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90893"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81324"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76077"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153670"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144819"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33419"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","328069"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","561242"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102843"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469422"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108094"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80170"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345890"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58806"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63997"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102905"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67824"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141882"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102845"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97618"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97081"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98914"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275409"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245690"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187215"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245076"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136853"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416816"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189571"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232668"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71971"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41863"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16381"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28274"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59476"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297252"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109451"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201243"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110590"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434847"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121692"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78199"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47543"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68718"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9886"
"Pfizer","eastern cape","Amathole DM","Adults","148871"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","29400"
"Pfizer","eastern cape","A Nzo DM","Adults","104114"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18202"
"Pfizer","eastern cape","Buffalo City MM","Adults","213874"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6428"
"Pfizer","eastern cape","C Hani DM","Adults","119006"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5492"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56053"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14811"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276344"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29917"
"Pfizer","eastern cape","O Tambo DM","Adults","137165"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11277"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93775"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9281"
"Pfizer","free state","Fezile Dabi DM","Adults","94003"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11556"
"Pfizer","free state","Lejweleputswa DM","Adults","154243"
"Pfizer","free state","Mangaung MM","12-17 Years","28441"
"Pfizer","free state","Mangaung MM","Adults","201938"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29120"
"Pfizer","free state","T Mofutsanyana DM","Adults","138051"
"Pfizer","free state","Xhariep DM","12-17 Years","2009"
"Pfizer","free state","Xhariep DM","Adults","14292"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38590"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808629"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55443"
"Pfizer","gauteng","Johannesburg MM","Adults","1494617"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12106"
"Pfizer","gauteng","Sedibeng DM","Adults","155326"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44260"
"Pfizer","gauteng","Tshwane MM","Adults","731865"
"Pfizer","gauteng","West Rand DM","12-17 Years","18103"
"Pfizer","gauteng","West Rand DM","Adults","235081"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4687"
