"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10641","5079","15720"
"National","eastern cape","Private Health","Male","8925","3899","12824"
"National","eastern cape","Public Health","Female","144125","49304","193429"
"National","eastern cape","Public Health","Male","117473","34359","151832"
"National","free state","Private Health","Female","9197","4415","13612"
"National","free state","Private Health","Male","7501","3360","10861"
"National","free state","Public Health","Female","84135","38954","123089"
"National","free state","Public Health","Male","71850","29095","100945"
"National","gauteng","Private Health","Female","53979","29616","83595"
"National","gauteng","Private Health","Male","49388","25246","74634"
"National","gauteng","Public Health","Female","162865","63840","226705"
"National","gauteng","Public Health","Male","128485","46649","175134"
"National","kwazulu-natal","Private Health","Female","17405","9637","27042"
"National","kwazulu-natal","Private Health","Male","15724","8182","23906"
"National","kwazulu-natal","Public Health","Female","153374","60831","214205"
"National","kwazulu-natal","Public Health","Male","104262","36952","141214"
"National","limpopo","Private Health","Female","11750","5047","16797"
"National","limpopo","Private Health","Male","9078","3513","12591"
"National","limpopo","Public Health","Female","138582","45013","183595"
"National","limpopo","Public Health","Male","119017","33758","152775"
"National","mpumalanga","Private Health","Female","4039","1677","5716"
"National","mpumalanga","Private Health","Male","3519","1460","4979"
"National","mpumalanga","Public Health","Female","74834","24387","99221"
"National","mpumalanga","Public Health","Male","62212","17146","79358"
"National","northern cape","Private Health","Female","2145","1033","3178"
"National","northern cape","Private Health","Male","1961","784","2745"
"National","northern cape","Public Health","Female","16679","5284","21963"
"National","northern cape","Public Health","Male","13099","3928","17027"
"National","north west","Private Health","Female","5266","2403","7669"
"National","north west","Private Health","Male","4762","2009","6771"
"National","north west","Public Health","Female","79163","27375","106538"
"National","north west","Public Health","Male","65425","19646","85071"
"National","western cape","Private Health","Female","23721","12349","36070"
"National","western cape","Private Health","Male","21302","10633","31935"
"National","western cape","Public Health","Female","47073","15514","62587"
"National","western cape","Public Health","Male","39186","12654","51840"
