"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","11"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","63"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","64"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12"
"Janssen Vaccines & Prevention B.V","north west","Adults","60"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","2"
"Pfizer","eastern cape","Adults","6"
"Pfizer","gauteng","12-17 Years","20"
"Pfizer","gauteng","Adults","39"
"Pfizer","kwazulu-natal","12-17 Years","18"
"Pfizer","kwazulu-natal","Adults","98"
"Pfizer","limpopo","12-17 Years","4"
"Pfizer","limpopo","Adults","14"
"Pfizer","mpumalanga","Adults","2"
"Pfizer","north west","12-17 Years","26"
"Pfizer","north west","Adults","91"
"Pfizer","western cape","Adults","0"
