"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","19","0","15","34"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","7","0","11","18"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0","0","2","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","18","0","21","39"
"Janssen Vaccines & Prevention B.V","north west","Adults","11","0","10","21"
"Janssen Vaccines & Prevention B.V","western cape","Adults","3","0","2","5"
"Pfizer","eastern cape","12-17 Years","7","13","0","20"
"Pfizer","eastern cape","Adults","29","3","17","49"
"Pfizer","gauteng","12-17 Years","13","17","0","30"
"Pfizer","gauteng","Adults","54","42","49","145"
"Pfizer","kwazulu-natal","12-17 Years","0","1","0","1"
"Pfizer","kwazulu-natal","Adults","2","9","14","25"
"Pfizer","limpopo","Adults","12","3","5","20"
"Pfizer","mpumalanga","12-17 Years","3","0","0","3"
"Pfizer","mpumalanga","Adults","9","10","6","25"
"Pfizer","north west","12-17 Years","3","5","0","8"
"Pfizer","north west","Adults","9","2","25","36"
"Pfizer","western cape","12-17 Years","4","6","0","10"
"Pfizer","western cape","Adults","6","12","19","37"
