"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","126","0","152","278"
"Janssen Vaccines & Prevention B.V","free state","Adults","75","0","183","258"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","350","0","293","643"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","343","0","219","562"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","52","0","167","219"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","335","0","440","775"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","99","0","160","259"
"Janssen Vaccines & Prevention B.V","north west","Adults","47","0","148","195"
"Janssen Vaccines & Prevention B.V","western cape","Adults","133","0","122","255"
"Pfizer","eastern cape","12-17 Years","71","70","0","141"
"Pfizer","eastern cape","Adults","248","403","653","1304"
"Pfizer","free state","12-17 Years","30","57","0","87"
"Pfizer","free state","Adults","101","193","266","560"
"Pfizer","gauteng","12-17 Years","93","206","0","299"
"Pfizer","gauteng","Adults","388","573","630","1591"
"Pfizer","kwazulu-natal","12-17 Years","62","132","0","194"
"Pfizer","kwazulu-natal","Adults","308","433","397","1138"
"Pfizer","limpopo","12-17 Years","59","80","0","139"
"Pfizer","limpopo","Adults","76","131","143","350"
"Pfizer","mpumalanga","12-17 Years","50","60","0","110"
"Pfizer","mpumalanga","Adults","160","247","452","859"
"Pfizer","northern cape","12-17 Years","46","43","0","89"
"Pfizer","northern cape","Adults","123","86","111","320"
"Pfizer","north west","12-17 Years","12","21","0","33"
"Pfizer","north west","Adults","39","69","94","202"
"Pfizer","western cape","12-17 Years","62","56","0","118"
"Pfizer","western cape","Adults","188","241","509","938"
