"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","6","0","3","9"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","24","0","7","31"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18","0","4","22"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","59","0","76","135"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","7","0","9","16"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2","0","5","7"
"Janssen Vaccines & Prevention B.V","north west","Adults","8","0","59","67"
"Janssen Vaccines & Prevention B.V","western cape","Adults","15","0","19","34"
"Pfizer","eastern cape","12-17 Years","9","17","0","26"
"Pfizer","eastern cape","Adults","1","5","5","11"
"Pfizer","gauteng","12-17 Years","3","2","0","5"
"Pfizer","gauteng","Adults","4","13","7","24"
"Pfizer","kwazulu-natal","12-17 Years","1","2","0","3"
"Pfizer","kwazulu-natal","Adults","11","11","15","37"
"Pfizer","limpopo","12-17 Years","5","4","0","9"
"Pfizer","limpopo","Adults","54","37","53","144"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","mpumalanga","Adults","3","5","9","17"
"Pfizer","northern cape","12-17 Years","0","1","0","1"
"Pfizer","northern cape","Adults","5","9","2","16"
"Pfizer","north west","12-17 Years","1","4","0","5"
"Pfizer","north west","Adults","5","28","30","63"
"Pfizer","western cape","12-17 Years","0","5","0","5"
"Pfizer","western cape","Adults","5","7","37","49"
