"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","915928"
"Janssen Vaccines & Prevention B.V","free state","Adults","486516"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1540917"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1239797"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1077669"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","825406"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215413"
"Janssen Vaccines & Prevention B.V","north west","Adults","712717"
"Janssen Vaccines & Prevention B.V","western cape","Adults","749522"
"Pfizer","eastern cape","12-17 Years","97071"
"Pfizer","eastern cape","Adults","1123879"
"Pfizer","free state","12-17 Years","77935"
"Pfizer","free state","Adults","591009"
"Pfizer","gauteng","12-17 Years","170351"
"Pfizer","gauteng","Adults","3382357"
"Pfizer","kwazulu-natal","12-17 Years","122662"
"Pfizer","kwazulu-natal","Adults","1644273"
"Pfizer","limpopo","12-17 Years","92386"
"Pfizer","limpopo","Adults","875375"
"Pfizer","mpumalanga","12-17 Years","46861"
"Pfizer","mpumalanga","Adults","471557"
"Pfizer","northern cape","12-17 Years","12430"
"Pfizer","northern cape","Adults","193460"
"Pfizer","north west","12-17 Years","52742"
"Pfizer","north west","Adults","538463"
"Pfizer","western cape","12-17 Years","52798"
"Pfizer","western cape","Adults","1860521"
