"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","48","0","59","107"
"Janssen Vaccines & Prevention B.V","free state","Adults","20","0","28","48"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","232","0","129","361"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","99","0","86","185"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","91","0","179","270"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","114","0","136","250"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","25","0","23","48"
"Janssen Vaccines & Prevention B.V","north west","Adults","52","0","80","132"
"Janssen Vaccines & Prevention B.V","western cape","Adults","76","0","52","128"
"Pfizer","eastern cape","12-17 Years","36","24","0","60"
"Pfizer","eastern cape","Adults","234","89","390","713"
"Pfizer","free state","12-17 Years","1","6","0","7"
"Pfizer","free state","Adults","14","15","45","74"
"Pfizer","gauteng","12-17 Years","38","33","0","71"
"Pfizer","gauteng","Adults","203","220","254","677"
"Pfizer","kwazulu-natal","12-17 Years","15","18","0","33"
"Pfizer","kwazulu-natal","Adults","67","57","81","205"
"Pfizer","limpopo","12-17 Years","34","18","0","52"
"Pfizer","limpopo","Adults","108","54","108","270"
"Pfizer","mpumalanga","12-17 Years","19","21","0","40"
"Pfizer","mpumalanga","Adults","26","44","32","102"
"Pfizer","northern cape","12-17 Years","10","9","0","19"
"Pfizer","northern cape","Adults","22","25","20","67"
"Pfizer","north west","12-17 Years","12","8","0","20"
"Pfizer","north west","Adults","52","26","61","139"
"Pfizer","western cape","12-17 Years","10","10","0","20"
"Pfizer","western cape","Adults","71","41","93","205"
