"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","852371","0","135743","988114"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","460755","0","84095","544850"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1395735","0","190660","1586395"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1137594","0","164328","1301922"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1041116","0","135851","1176967"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","796370","0","109945","906315"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","204498","0","29582","234080"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","687542","0","104731","792273"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","652573","0","104489","757062"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60863","0","24220","85083"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137393","0","65383","202776"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94490","0","40022","134512"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21910","0","7150","29060"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23469","0","8964","32433"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94610","0","61527","156137"
"Pfizer","National","eastern cape","Adults","1329044","1116469","218636","2664149"
"Pfizer","National","eastern cape","12-17 Years","281961","95183","0","377144"
"Pfizer","National","free state","12-17 Years","172567","77526","0","250093"
"Pfizer","National","free state","Adults","669185","587301","129081","1385567"
"Pfizer","National","gauteng","12-17 Years","396530","169283","11","565824"
"Pfizer","National","gauteng","Adults","3890806","3368964","645562","7905332"
"Pfizer","National","kwazulu-natal","Adults","1965609","1632815","312753","3911177"
"Pfizer","National","kwazulu-natal","12-17 Years","295386","120341","8","415735"
"Pfizer","National","limpopo","Adults","1035771","871698","164623","2072092"
"Pfizer","National","limpopo","12-17 Years","285049","91376","0","376425"
"Pfizer","National","mpumalanga","12-17 Years","145792","46232","0","192024"
"Pfizer","National","mpumalanga","Adults","566922","467028","96778","1130728"
"Pfizer","National","northern cape","12-17 Years","34486","11507","0","45993"
"Pfizer","National","northern cape","Adults","224071","191603","33056","448730"
"Pfizer","National","north west","12-17 Years","154800","52450","4","207254"
"Pfizer","National","north west","Adults","618887","536037","106342","1261266"
"Pfizer","National","western cape","12-17 Years","131664","52303","2","183969"
"Pfizer","National","western cape","Adults","2112937","1855103","469466","4437506"
