"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","153","37","190"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","13900","4618","18518"
"National","eastern cape","Amathole DM","Public Health","Male","11810","3834","15644"
"National","eastern cape","A Nzo DM","Public Health","Female","30017","14566","44583"
"National","eastern cape","A Nzo DM","Public Health","Male","26117","11006","37123"
"National","eastern cape","Buffalo City MM","Private Health","Female","2880","1184","4064"
"National","eastern cape","Buffalo City MM","Private Health","Male","2344","905","3249"
"National","eastern cape","Buffalo City MM","Public Health","Female","16129","9083","25212"
"National","eastern cape","Buffalo City MM","Public Health","Male","12467","6234","18701"
"National","eastern cape","C Hani DM","Private Health","Female","226","102","328"
"National","eastern cape","C Hani DM","Private Health","Male","159","74","233"
"National","eastern cape","C Hani DM","Public Health","Female","13963","3614","17577"
"National","eastern cape","C Hani DM","Public Health","Male","11229","2628","13857"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","660","366","1026"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","503","217","720"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7858","2698","10556"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7032","2141","9173"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4123","2068","6191"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3716","1725","5441"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15660","6400","22060"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12187","4492","16679"
"National","eastern cape","O Tambo DM","Private Health","Female","314","122","436"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43685","16757","60442"
"National","eastern cape","O Tambo DM","Public Health","Male","36503","12425","48928"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1588","1090","2678"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1377","824","2201"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9623","5334","14957"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8078","3948","12026"
"National","free state","Fezile Dabi DM","Private Health","Female","471","343","814"
"National","free state","Fezile Dabi DM","Private Health","Male","449","286","735"
"National","free state","Fezile Dabi DM","Public Health","Female","13270","4974","18244"
"National","free state","Fezile Dabi DM","Public Health","Male","10808","3603","14411"
"National","free state","Lejweleputswa DM","Private Health","Female","3811","1463","5274"
"National","free state","Lejweleputswa DM","Private Health","Male","3049","1105","4154"
"National","free state","Lejweleputswa DM","Public Health","Female","14135","5268","19403"
"National","free state","Lejweleputswa DM","Public Health","Male","12112","3706","15818"
"National","free state","Mangaung MM","Private Health","Female","2930","1733","4663"
"National","free state","Mangaung MM","Private Health","Male","2414","1317","3731"
"National","free state","Mangaung MM","Public Health","Female","23581","13902","37483"
"National","free state","Mangaung MM","Public Health","Male","21062","11206","32268"
"National","free state","T Mofutsanyana DM","Private Health","Female","1867","1136","3003"
"National","free state","T Mofutsanyana DM","Private Health","Male","1594","923","2517"
"National","free state","T Mofutsanyana DM","Public Health","Female","26955","15460","42415"
"National","free state","T Mofutsanyana DM","Public Health","Male","23136","11606","34742"
"National","free state","Xhariep DM","Public Health","Female","4281","1191","5472"
"National","free state","Xhariep DM","Public Health","Male","3513","798","4311"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10898","6641","17539"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10037","5646","15683"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41033","15345","56378"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32410","11152","43562"
"National","gauteng","Johannesburg MM","Private Health","Female","25502","13816","39318"
"National","gauteng","Johannesburg MM","Private Health","Male","23298","11990","35288"
"National","gauteng","Johannesburg MM","Public Health","Female","46590","16884","63474"
"National","gauteng","Johannesburg MM","Public Health","Male","37692","13149","50841"
"National","gauteng","Sedibeng DM","Private Health","Female","1607","1024","2631"
"National","gauteng","Sedibeng DM","Private Health","Male","1444","704","2148"
"National","gauteng","Sedibeng DM","Public Health","Female","13855","5930","19785"
"National","gauteng","Sedibeng DM","Public Health","Male","10896","4551","15447"
"National","gauteng","Tshwane MM","Private Health","Female","11595","6668","18263"
"National","gauteng","Tshwane MM","Private Health","Male","11033","6020","17053"
"National","gauteng","Tshwane MM","Public Health","Female","39904","18579","58483"
"National","gauteng","Tshwane MM","Public Health","Male","30815","13022","43837"
"National","gauteng","West Rand DM","Private Health","Female","2204","1517","3721"
"National","gauteng","West Rand DM","Private Health","Male","1830","1232","3062"
"National","gauteng","West Rand DM","Public Health","Female","17508","8791","26299"
"National","gauteng","West Rand DM","Public Health","Male","14341","6572","20913"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","215","72","287"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6583","2832","9415"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4236","1742","5978"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11905","7019","18924"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11056","6187","17243"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14455","5508","19963"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11773","4420","16193"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","362","169","531"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","346","136","482"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13033","7754","20787"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10199","5624","15823"
"National","kwazulu-natal","iLembe DM","Private Health","Female","550","335","885"
"National","kwazulu-natal","iLembe DM","Private Health","Male","485","281","766"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8383","4139","12522"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4952","2204","7156"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","332","135","467"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","310","96","406"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12450","5080","17530"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8072","3098","11170"
"National","kwazulu-natal","Ugu DM","Private Health","Female","900","560","1460"
"National","kwazulu-natal","Ugu DM","Private Health","Male","716","427","1143"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12411","5111","17522"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7998","2729","10727"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1625","846","2471"
