"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102811"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119816"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72081"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107480"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51384"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165640"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211861"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90778"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81248"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75984"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153533"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144750"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33362"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","325578"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","558336"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102620"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468307"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107771"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80038"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344124"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58715"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63735"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102818"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67760"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141412"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102638"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97547"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96868"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98874"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274550"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245098"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186584"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244140"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136424"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","415060"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189131"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232260"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71879"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41666"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16369"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28249"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59057"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","295951"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109325"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201052"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110553"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","433329"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121594"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6835"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78019"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47498"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68631"
"Pfizer","eastern cape","Amathole DM","12-17 Years","8507"
"Pfizer","eastern cape","Amathole DM","Adults","148515"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","25572"
"Pfizer","eastern cape","A Nzo DM","Adults","102785"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17406"
"Pfizer","eastern cape","Buffalo City MM","Adults","212106"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6418"
"Pfizer","eastern cape","C Hani DM","Adults","118833"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5422"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56005"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14685"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","275954"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29417"
"Pfizer","eastern cape","O Tambo DM","Adults","136493"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11196"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93413"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9206"
"Pfizer","free state","Fezile Dabi DM","Adults","93810"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11542"
"Pfizer","free state","Lejweleputswa DM","Adults","153841"
"Pfizer","free state","Mangaung MM","12-17 Years","28158"
"Pfizer","free state","Mangaung MM","Adults","201383"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29125"
"Pfizer","free state","T Mofutsanyana DM","Adults","137430"
"Pfizer","free state","Xhariep DM","12-17 Years","1989"
"Pfizer","free state","Xhariep DM","Adults","14223"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38784"
"Pfizer","gauteng","Ekurhuleni MM","Adults","806499"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55839"
"Pfizer","gauteng","Johannesburg MM","Adults","1491815"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12209"
"Pfizer","gauteng","Sedibeng DM","Adults","155033"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44289"
"Pfizer","gauteng","Tshwane MM","Adults","730210"
"Pfizer","gauteng","West Rand DM","12-17 Years","18112"
"Pfizer","gauteng","West Rand DM","Adults","234356"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4703"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","49937"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23134"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","769334"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13683"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68177"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6959"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98716"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8409"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92705"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8827"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134490"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9595"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213265"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15678"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","58726"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9837"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42669"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11170"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57585"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","21101"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84425"
"Pfizer","limpopo","Capricorn DM","12-17 Years","26519"
"Pfizer","limpopo","Capricorn DM","Adults","193626"
"Pfizer","limpopo","Mopani DM","12-17 Years","21513"
"Pfizer","limpopo","Mopani DM","Adults","176354"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18399"
"Pfizer","limpopo","Sekhukhune DM","Adults","142992"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21663"
"Pfizer","limpopo","Vhembe DM","Adults","203958"
"Pfizer","limpopo","Waterberg DM","12-17 Years","11933"
"Pfizer","limpopo","Waterberg DM","Adults","170630"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","30999"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","200419"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10448"
