"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","758","0","1287","2045"
"Janssen Vaccines & Prevention B.V","free state","Adults","257","0","507","764"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1297","0","1058","2355"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","870","0","1176","2046"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","741","0","1321","2062"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","738","0","742","1480"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","111","0","335","446"
"Janssen Vaccines & Prevention B.V","north west","Adults","361","0","529","890"
"Janssen Vaccines & Prevention B.V","western cape","Adults","394","0","444","838"
"Pfizer","eastern cape","12-17 Years","1664","1256","0","2920"
"Pfizer","eastern cape","Adults","542","809","1619","2970"
"Pfizer","free state","12-17 Years","475","764","0","1239"
"Pfizer","free state","Adults","345","401","778","1524"
"Pfizer","gauteng","12-17 Years","975","1105","0","2080"
"Pfizer","gauteng","Adults","1624","2052","3026","6702"
"Pfizer","kwazulu-natal","12-17 Years","865","989","0","1854"
"Pfizer","kwazulu-natal","Adults","1083","1202","1629","3914"
"Pfizer","limpopo","12-17 Years","1523","942","0","2465"
"Pfizer","limpopo","Adults","431","667","1365","2463"
"Pfizer","mpumalanga","12-17 Years","561","425","0","986"
"Pfizer","mpumalanga","Adults","286","302","492","1080"
"Pfizer","northern cape","12-17 Years","251","35","0","286"
"Pfizer","northern cape","Adults","148","147","210","505"
"Pfizer","north west","12-17 Years","290","326","0","616"
"Pfizer","north west","Adults","284","399","650","1333"
"Pfizer","western cape","12-17 Years","51","71","0","122"
"Pfizer","western cape","Adults","473","623","1948","3044"
