"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","79","0","109","188"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","70","91"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","317","0","195","512"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","133","0","132","265"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","178","0","247","425"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","140","0","186","326"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","29","0","27","56"
"Janssen Vaccines & Prevention B.V","north west","Adults","82","0","130","212"
"Janssen Vaccines & Prevention B.V","western cape","Adults","84","0","40","124"
"Pfizer","eastern cape","12-17 Years","429","394","0","823"
"Pfizer","eastern cape","Adults","177","245","243","665"
"Pfizer","free state","12-17 Years","2","31","0","33"
"Pfizer","free state","Adults","38","63","68","169"
"Pfizer","gauteng","12-17 Years","89","70","0","159"
"Pfizer","gauteng","Adults","217","228","267","712"
"Pfizer","kwazulu-natal","12-17 Years","53","66","0","119"
"Pfizer","kwazulu-natal","Adults","143","172","113","428"
"Pfizer","limpopo","12-17 Years","244","165","0","409"
"Pfizer","limpopo","Adults","170","169","139","478"
"Pfizer","mpumalanga","12-17 Years","82","86","0","168"
"Pfizer","mpumalanga","Adults","78","106","52","236"
"Pfizer","northern cape","12-17 Years","41","58","0","99"
"Pfizer","northern cape","Adults","25","23","22","70"
"Pfizer","north west","12-17 Years","41","19","0","60"
"Pfizer","north west","Adults","31","45","48","124"
"Pfizer","western cape","12-17 Years","11","43","0","54"
"Pfizer","western cape","Adults","76","69","97","242"
