"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10327","5062","15389"
"National","eastern cape","Private Health","Male","8733","3947","12680"
"National","eastern cape","Public Health","Female","147633","57292","204925"
"National","eastern cape","Public Health","Male","121667","41195","162862"
"National","free state","Private Health","Female","9145","4608","13753"
"National","free state","Private Health","Male","7545","3559","11104"
"National","free state","Public Health","Female","83583","40755","124338"
"National","free state","Public Health","Male","71520","30677","102197"
"National","gauteng","Private Health","Female","53165","30272","83437"
"National","gauteng","Private Health","Male","48840","25986","74826"
"National","gauteng","Public Health","Female","161924","65808","227732"
"National","gauteng","Public Health","Male","128056","48412","176468"
"National","kwazulu-natal","Private Health","Female","16902","9595","26497"
"National","kwazulu-natal","Private Health","Male","15355","8233","23588"
"National","kwazulu-natal","Public Health","Female","157710","70665","228375"
"National","kwazulu-natal","Public Health","Male","107482","42823","150305"
"National","limpopo","Private Health","Female","11807","5226","17033"
"National","limpopo","Private Health","Male","9192","3668","12860"
"National","limpopo","Public Health","Female","144049","49905","193954"
"National","limpopo","Public Health","Male","124438","37281","161719"
"National","mpumalanga","Private Health","Female","3954","1711","5665"
"National","mpumalanga","Private Health","Male","3440","1524","4964"
"National","mpumalanga","Public Health","Female","76995","27292","104287"
"National","mpumalanga","Public Health","Male","63489","18875","82364"
"National","northern cape","Private Health","Female","2128","1049","3177"
"National","northern cape","Private Health","Male","1949","812","2761"
"National","northern cape","Public Health","Female","18086","7089","25175"
"National","northern cape","Public Health","Male","14194","5184","19378"
"National","north west","Private Health","Female","5175","2410","7585"
"National","north west","Private Health","Male","4683","2036","6719"
"National","north west","Public Health","Female","78320","27998","106318"
"National","north west","Public Health","Male","64934","20372","85306"
"National","western cape","Private Health","Female","23265","12681","35946"
"National","western cape","Private Health","Male","21035","10961","31996"
"National","western cape","Public Health","Female","47792","16251","64043"
"National","western cape","Public Health","Male","39968","13339","53307"
