"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","918362"
"Janssen Vaccines & Prevention B.V","free state","Adults","487477"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1548719"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1246923"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1080650"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","830496"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216166"
"Janssen Vaccines & Prevention B.V","north west","Adults","714145"
"Janssen Vaccines & Prevention B.V","western cape","Adults","751577"
"Pfizer","eastern cape","12-17 Years","107496"
"Pfizer","eastern cape","Adults","1131289"
"Pfizer","free state","12-17 Years","79599"
"Pfizer","free state","Adults","594944"
"Pfizer","gauteng","12-17 Years","170478"
"Pfizer","gauteng","Adults","3396098"
"Pfizer","kwazulu-natal","12-17 Years","131316"
"Pfizer","kwazulu-natal","Adults","1655925"
"Pfizer","limpopo","12-17 Years","96080"
"Pfizer","limpopo","Adults","880388"
"Pfizer","mpumalanga","12-17 Years","49402"
"Pfizer","mpumalanga","Adults","475361"
"Pfizer","northern cape","12-17 Years","14134"
"Pfizer","northern cape","Adults","194353"
"Pfizer","north west","12-17 Years","52816"
"Pfizer","north west","Adults","540376"
"Pfizer","western cape","12-17 Years","53232"
"Pfizer","western cape","Adults","1865478"
