"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","842815","0","117809","960624"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","456133","0","73595","529728"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1372015","0","174778","1546793"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1119647","0","145659","1265306"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1030919","0","119354","1150273"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","779899","0","93575","873474"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","202043","0","24035","226078"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","681701","0","95550","777251"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","645191","0","96173","741364"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60859","0","24220","85079"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137333","0","65377","202710"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94479","0","40018","134497"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21892","0","7150","29042"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94571","0","61528","156099"
"Pfizer","National","eastern cape","Adults","1315564","1100894","191398","2607856"
"Pfizer","National","eastern cape","12-17 Years","272707","81932","0","354639"
"Pfizer","National","free state","12-17 Years","169456","72213","0","241669"
"Pfizer","National","free state","Adults","662285","578613","116590","1357488"
"Pfizer","National","gauteng","12-17 Years","388195","159788","7","547990"
"Pfizer","National","gauteng","Adults","3856873","3330438","605107","7792418"
"Pfizer","National","kwazulu-natal","Adults","1937649","1603536","286620","3827805"
"Pfizer","National","kwazulu-natal","12-17 Years","275301","103691","4","378996"
"Pfizer","National","limpopo","Adults","1024483","860150","148190","2032823"
"Pfizer","National","limpopo","12-17 Years","261353","79654","0","341007"
"Pfizer","National","mpumalanga","12-17 Years","139750","40026","0","179776"
"Pfizer","National","mpumalanga","Adults","558493","458048","85063","1101604"
"Pfizer","National","northern cape","12-17 Years","31935","9782","0","41717"
"Pfizer","National","northern cape","Adults","220720","188532","28623","437875"
"Pfizer","National","north west","12-17 Years","151879","48735","2","200616"
"Pfizer","National","north west","Adults","612259","529085","97900","1239244"
"Pfizer","National","western cape","12-17 Years","130827","50328","1","181156"
"Pfizer","National","western cape","Adults","2101360","1841142","443652","4386154"
