"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10669","5011","15680"
"National","eastern cape","Private Health","Male","8924","3854","12778"
"National","eastern cape","Public Health","Female","139649","43538","183187"
"National","eastern cape","Public Health","Male","113465","29529","142994"
"National","free state","Private Health","Female","9207","4263","13470"
"National","free state","Private Health","Male","7469","3257","10726"
"National","free state","Public Health","Female","82494","37202","119696"
"National","free state","Public Health","Male","70286","27491","97777"
"National","gauteng","Private Health","Female","54176","29368","83544"
"National","gauteng","Private Health","Male","49404","24965","74369"
"National","gauteng","Public Health","Female","159079","61068","220147"
"National","gauteng","Public Health","Male","125536","44387","169923"
"National","kwazulu-natal","Private Health","Female","17455","9556","27011"
"National","kwazulu-natal","Private Health","Male","15724","8086","23810"
"National","kwazulu-natal","Public Health","Female","144393","53864","198257"
"National","kwazulu-natal","Public Health","Male","97729","32185","129914"
"National","limpopo","Private Health","Female","11482","4816","16298"
"National","limpopo","Private Health","Male","8913","3410","12323"
"National","limpopo","Public Health","Female","130454","41050","171504"
"National","limpopo","Public Health","Male","110504","30378","140882"
"National","mpumalanga","Private Health","Female","4023","1657","5680"
"National","mpumalanga","Private Health","Male","3516","1437","4953"
"National","mpumalanga","Public Health","Female","72220","21659","93879"
"National","mpumalanga","Public Health","Male","59991","15273","75264"
"National","northern cape","Private Health","Female","2148","1022","3170"
"National","northern cape","Private Health","Male","1952","761","2713"
"National","northern cape","Public Health","Female","15574","4570","20144"
"National","northern cape","Public Health","Male","12261","3429","15690"
"National","north west","Private Health","Female","5304","2392","7696"
"National","north west","Private Health","Male","4779","1990","6769"
"National","north west","Public Health","Female","77673","25912","103585"
"National","north west","Public Health","Male","64123","18441","82564"
"National","western cape","Private Health","Female","23718","12144","35862"
"National","western cape","Private Health","Male","21239","10396","31635"
"National","western cape","Public Health","Female","46917","15315","62232"
"National","western cape","Public Health","Male","38953","12473","51426"
