"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","903674"
"Janssen Vaccines & Prevention B.V","free state","Adults","480523"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1509348"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1214127"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1065100"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","801791"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211507"
"Janssen Vaccines & Prevention B.V","north west","Adults","705166"
"Janssen Vaccines & Prevention B.V","western cape","Adults","739762"
"Pfizer","eastern cape","12-17 Years","81932"
"Pfizer","eastern cape","Adults","1100896"
"Pfizer","free state","12-17 Years","72213"
"Pfizer","free state","Adults","578613"
"Pfizer","gauteng","12-17 Years","159788"
"Pfizer","gauteng","Adults","3330451"
"Pfizer","kwazulu-natal","12-17 Years","103691"
"Pfizer","kwazulu-natal","Adults","1603540"
"Pfizer","limpopo","12-17 Years","79654"
"Pfizer","limpopo","Adults","860150"
"Pfizer","mpumalanga","12-17 Years","40026"
"Pfizer","mpumalanga","Adults","458048"
"Pfizer","northern cape","12-17 Years","9782"
"Pfizer","northern cape","Adults","188532"
"Pfizer","north west","12-17 Years","48735"
"Pfizer","north west","Adults","529086"
"Pfizer","western cape","12-17 Years","50328"
"Pfizer","western cape","Adults","1841146"
