"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10676","4987","15663"
"National","eastern cape","Private Health","Male","8926","3815","12741"
"National","eastern cape","Public Health","Female","137801","41811","179612"
"National","eastern cape","Public Health","Male","111708","28253","139961"
"National","free state","Private Health","Female","9115","4221","13336"
"National","free state","Private Health","Male","7447","3230","10677"
"National","free state","Public Health","Female","81878","36451","118329"
"National","free state","Public Health","Male","69631","26819","96450"
"National","gauteng","Private Health","Female","54208","29237","83445"
"National","gauteng","Private Health","Male","49378","24825","74203"
"National","gauteng","Public Health","Female","157220","59632","216852"
"National","gauteng","Public Health","Male","124040","43436","167476"
"National","kwazulu-natal","Private Health","Female","17470","9523","26993"
"National","kwazulu-natal","Private Health","Male","15746","8043","23789"
"National","kwazulu-natal","Public Health","Female","140602","51569","192171"
"National","kwazulu-natal","Public Health","Male","95052","30665","125717"
"National","limpopo","Private Health","Female","11251","4689","15940"
"National","limpopo","Private Health","Male","8805","3346","12151"
"National","limpopo","Public Health","Female","127580","39538","167118"
"National","limpopo","Public Health","Male","107737","29291","137028"
"National","mpumalanga","Private Health","Female","4026","1646","5672"
"National","mpumalanga","Private Health","Male","3519","1427","4946"
"National","mpumalanga","Public Health","Female","71188","20567","91755"
"National","mpumalanga","Public Health","Male","59232","14629","73861"
"National","northern cape","Private Health","Female","2152","1012","3164"
"National","northern cape","Private Health","Male","1951","756","2707"
"National","northern cape","Public Health","Female","14983","4250","19233"
"National","northern cape","Public Health","Male","11850","3156","15006"
"National","north west","Private Health","Female","5295","2374","7669"
"National","north west","Private Health","Male","4772","1982","6754"
"National","north west","Public Health","Female","77126","25005","102131"
"National","north west","Public Health","Male","63488","17824","81312"
"National","western cape","Private Health","Female","23719","12022","35741"
"National","western cape","Private Health","Male","21221","10280","31501"
"National","western cape","Public Health","Female","46882","15256","62138"
"National","western cape","Public Health","Male","38897","12421","51318"
