"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","901842"
"Janssen Vaccines & Prevention B.V","free state","Adults","479676"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1504975"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1211064"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1062883"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","799212"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211189"
"Janssen Vaccines & Prevention B.V","north west","Adults","703803"
"Janssen Vaccines & Prevention B.V","western cape","Adults","738634"
"Pfizer","eastern cape","12-17 Years","78866"
"Pfizer","eastern cape","Adults","1098565"
"Pfizer","free state","12-17 Years","70721"
"Pfizer","free state","Adults","577165"
"Pfizer","gauteng","12-17 Years","157130"
"Pfizer","gauteng","Adults","3323725"
"Pfizer","kwazulu-natal","12-17 Years","99800"
"Pfizer","kwazulu-natal","Adults","1598499"
"Pfizer","limpopo","12-17 Years","76864"
"Pfizer","limpopo","Adults","858236"
"Pfizer","mpumalanga","12-17 Years","38269"
"Pfizer","mpumalanga","Adults","456716"
"Pfizer","northern cape","12-17 Years","9174"
"Pfizer","northern cape","Adults","188000"
"Pfizer","north west","12-17 Years","47185"
"Pfizer","north west","Adults","527758"
"Pfizer","western cape","12-17 Years","49979"
"Pfizer","western cape","Adults","1838879"
