"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103315"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120229"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72298"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","108142"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51526"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166377"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212900"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","91077"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81402"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76149"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153744"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144900"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33452"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","330609"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","564199"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","103024"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","470301"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108296"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80273"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","347217"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58864"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64206"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102971"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67875"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142467"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102963"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97694"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97196"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98966"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275797"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","246023"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187491"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245591"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137172"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417859"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189858"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","233002"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","72039"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41978"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16386"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28301"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59698"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","298472"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109528"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201369"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110661"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","436336"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121775"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6844"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78293"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47562"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68764"
"Pfizer","eastern cape","Amathole DM","12-17 Years","10222"
"Pfizer","eastern cape","Amathole DM","Adults","149261"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","31328"
"Pfizer","eastern cape","A Nzo DM","Adults","105379"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18263"
"Pfizer","eastern cape","Buffalo City MM","Adults","215418"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6398"
"Pfizer","eastern cape","C Hani DM","Adults","119202"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5465"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56090"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14801"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","277091"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","30114"
"Pfizer","eastern cape","O Tambo DM","Adults","138179"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11223"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","94186"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9259"
"Pfizer","free state","Fezile Dabi DM","Adults","94128"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11487"
"Pfizer","free state","Lejweleputswa DM","Adults","154582"
"Pfizer","free state","Mangaung MM","12-17 Years","28491"
"Pfizer","free state","Mangaung MM","Adults","202504"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","28977"
"Pfizer","free state","T Mofutsanyana DM","Adults","138536"
"Pfizer","free state","Xhariep DM","12-17 Years","2002"
"Pfizer","free state","Xhariep DM","Adults","14339"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38414"
"Pfizer","gauteng","Ekurhuleni MM","Adults","810539"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55163"
"Pfizer","gauteng","Johannesburg MM","Adults","1496998"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12008"
"Pfizer","gauteng","Sedibeng DM","Adults","155550"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44150"
"Pfizer","gauteng","Tshwane MM","Adults","733530"
"Pfizer","gauteng","West Rand DM","12-17 Years","18018"
"Pfizer","gauteng","West Rand DM","Adults","235704"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4675"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50201"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22885"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","772560"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13602"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68540"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6891"
"Pfizer","kwazulu-natal","iLembe DM","Adults","99159"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8270"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92969"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8815"
"Pfizer","kwazulu-natal","Ugu DM","Adults","135124"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9647"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","214381"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15664"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59526"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9768"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","43020"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","10990"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57964"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20776"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84842"
"Pfizer","limpopo","Capricorn DM","12-17 Years","27604"
"Pfizer","limpopo","Capricorn DM","Adults","194971"
"Pfizer","limpopo","Mopani DM","12-17 Years","22548"
"Pfizer","limpopo","Mopani DM","Adults","177494"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18456"
"Pfizer","limpopo","Sekhukhune DM","Adults","144576"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21418"
"Pfizer","limpopo","Vhembe DM","Adults","205193"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12213"
"Pfizer","limpopo","Waterberg DM","Adults","171653"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","33424"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","203484"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10593"
"Pfizer","mpumalanga","G Sibande DM","Adults","138538"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12067"
"Pfizer","mpumalanga","Nkangala DM","Adults","142506"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6513"
"Pfizer","northern cape","Frances Baard DM","Adults","70145"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2604"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35871"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1165"
"Pfizer","northern cape","Namakwa DM","Adults","26261"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2728"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26131"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2925"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38610"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23644"
"Pfizer","north west","Bojanala Platinum DM","Adults","277208"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8867"
"Pfizer","north west","Dr K Kaunda DM","Adults","138547"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12936"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","96324"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","6985"
