"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","864991","0","156683","1021674"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465251","0","95978","561229"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1438812","0","216156","1654968"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1166181","0","185785","1351966"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057882","0","161258","1219140"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818730","0","133457","952187"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208938","0","35761","244699"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696546","0","118548","815094"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664952","0","114025","778977"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137613","0","65389","203002"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94509","0","40023","134532"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34192","0","17016","51208"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1371596","1154804","261221","2787621"
"Pfizer","National","eastern cape","12-17 Years","301638","127814","0","429452"
"Pfizer","National","free state","12-17 Years","167230","80216","0","247446"
"Pfizer","National","free state","Adults","687850","604088","146458","1438396"
"Pfizer","National","gauteng","12-17 Years","379280","167753","27","547060"
"Pfizer","National","gauteng","Adults","3961030","3432302","696265","8089597"
"Pfizer","National","kwazulu-natal","Adults","2017723","1678281","341930","4037934"
"Pfizer","National","kwazulu-natal","12-17 Years","287906","131983","12","419901"
"Pfizer","National","limpopo","Adults","1066832","893887","182955","2143674"
"Pfizer","National","limpopo","12-17 Years","291192","102239","2","393433"
"Pfizer","National","mpumalanga","12-17 Years","147608","56084","1","203693"
"Pfizer","National","mpumalanga","Adults","588879","484527","110698","1184104"
"Pfizer","National","northern cape","12-17 Years","37416","15935","0","53351"
"Pfizer","National","northern cape","Adults","230932","197018","37749","465699"
"Pfizer","National","north west","12-17 Years","148229","52432","4","200665"
"Pfizer","National","north west","Adults","634467","547391","116314","1298172"
"Pfizer","National","western cape","12-17 Years","129240","54706","3","183949"
"Pfizer","National","western cape","Adults","2140229","1879094","497329","4516652"
