"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14490","5590","20080"
"National","eastern cape","Amathole DM","Public Health","Male","12447","4578","17025"
"National","eastern cape","A Nzo DM","Public Health","Female","32768","17589","50357"
"National","eastern cape","A Nzo DM","Public Health","Male","29111","13739","42850"
"National","eastern cape","Buffalo City MM","Private Health","Female","2786","1140","3926"
"National","eastern cape","Buffalo City MM","Private Health","Male","2279","879","3158"
"National","eastern cape","Buffalo City MM","Public Health","Female","16447","9525","25972"
"National","eastern cape","Buffalo City MM","Public Health","Male","13050","6719","19769"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13699","3594","17293"
"National","eastern cape","C Hani DM","Public Health","Male","11036","2625","13661"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","647","360","1007"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","486","215","701"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7791","2707","10498"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6950","2183","9133"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4009","2018","6027"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3639","1697","5336"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15757","6482","22239"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12265","4604","16869"
"National","eastern cape","O Tambo DM","Private Health","Female","304","117","421"
"National","eastern cape","O Tambo DM","Private Health","Male","243","111","354"
"National","eastern cape","O Tambo DM","Public Health","Female","43596","17074","60670"
"National","eastern cape","O Tambo DM","Public Health","Male","36733","12812","49545"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1552","1067","2619"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1345","807","2152"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9560","5354","14914"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8033","3995","12028"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","445","280","725"
"National","free state","Fezile Dabi DM","Public Health","Female","13081","5005","18086"
"National","free state","Fezile Dabi DM","Public Health","Male","10735","3635","14370"
"National","free state","Lejweleputswa DM","Private Health","Female","3707","1428","5135"
"National","free state","Lejweleputswa DM","Private Health","Male","2966","1078","4044"
"National","free state","Lejweleputswa DM","Public Health","Female","13947","5260","19207"
"National","free state","Lejweleputswa DM","Public Health","Male","11970","3721","15691"
"National","free state","Mangaung MM","Private Health","Female","2945","2002","4947"
"National","free state","Mangaung MM","Private Health","Male","2428","1535","3963"
"National","free state","Mangaung MM","Public Health","Female","23235","13799","37034"
"National","free state","Mangaung MM","Public Health","Male","20774","11155","31929"
"National","free state","T Mofutsanyana DM","Private Health","Female","1820","1110","2930"
"National","free state","T Mofutsanyana DM","Private Health","Male","1565","905","2470"
