"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102814"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119826"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72096"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107487"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51387"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165662"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211869"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90783"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81254"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75992"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153546"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144751"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33362"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","325720"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","558472"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102635"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468367"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107790"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80043"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344197"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58729"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63751"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102819"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67763"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141434"
