"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","153","37","190"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","13918","4718","18636"
"National","eastern cape","Amathole DM","Public Health","Male","11836","3901","15737"
"National","eastern cape","A Nzo DM","Public Health","Female","30132","14620","44752"
"National","eastern cape","A Nzo DM","Public Health","Male","26255","11048","37303"
"National","eastern cape","Buffalo City MM","Private Health","Female","2877","1184","4061"
"National","eastern cape","Buffalo City MM","Private Health","Male","2343","905","3248"
"National","eastern cape","Buffalo City MM","Public Health","Female","16139","9103","25242"
"National","eastern cape","Buffalo City MM","Public Health","Male","12508","6264","18772"
"National","eastern cape","C Hani DM","Private Health","Female","225","102","327"
"National","eastern cape","C Hani DM","Private Health","Male","158","74","232"
"National","eastern cape","C Hani DM","Public Health","Female","13954","3613","17567"
"National","eastern cape","C Hani DM","Public Health","Male","11222","2628","13850"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","660","366","1026"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","502","217","719"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7855","2697","10552"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7029","2140","9169"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4121","2067","6188"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3715","1724","5439"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15652","6397","22049"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12184","4492","16676"
"National","eastern cape","O Tambo DM","Private Health","Female","314","122","436"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43677","16759","60436"
"National","eastern cape","O Tambo DM","Public Health","Male","36490","12436","48926"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1587","1089","2676"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1377","824","2201"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9620","5334","14954"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8076","3948","12024"
"National","free state","Fezile Dabi DM","Private Health","Female","471","343","814"
"National","free state","Fezile Dabi DM","Private Health","Male","449","286","735"
"National","free state","Fezile Dabi DM","Public Health","Female","13267","4974","18241"
"National","free state","Fezile Dabi DM","Public Health","Male","10809","3603","14412"
"National","free state","Lejweleputswa DM","Private Health","Female","3811","1463","5274"
"National","free state","Lejweleputswa DM","Private Health","Male","3049","1105","4154"
"National","free state","Lejweleputswa DM","Public Health","Female","14132","5268","19400"
"National","free state","Lejweleputswa DM","Public Health","Male","12111","3706","15817"
"National","free state","Mangaung MM","Private Health","Female","2934","1735","4669"
"National","free state","Mangaung MM","Private Health","Male","2419","1322","3741"
"National","free state","Mangaung MM","Public Health","Female","23573","13894","37467"
"National","free state","Mangaung MM","Public Health","Male","21056","11203","32259"
"National","free state","T Mofutsanyana DM","Private Health","Female","1866","1136","3002"
"National","free state","T Mofutsanyana DM","Private Health","Male","1594","923","2517"
"National","free state","T Mofutsanyana DM","Public Health","Female","26946","15457","42403"
"National","free state","T Mofutsanyana DM","Public Health","Male","23124","11603","34727"
"National","free state","Xhariep DM","Public Health","Female","4281","1191","5472"
"National","free state","Xhariep DM","Public Health","Male","3510","798","4308"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10894","6639","17533"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10033","5642","15675"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41014","15340","56354"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32404","11151","43555"
"National","gauteng","Johannesburg MM","Private Health","Female","25493","13810","39303"
"National","gauteng","Johannesburg MM","Private Health","Male","23289","11985","35274"
"National","gauteng","Johannesburg MM","Public Health","Female","46572","16872","63444"
"National","gauteng","Johannesburg MM","Public Health","Male","37680","13149","50829"
"National","gauteng","Sedibeng DM","Private Health","Female","1607","1024","2631"
"National","gauteng","Sedibeng DM","Private Health","Male","1443","703","2146"
"National","gauteng","Sedibeng DM","Public Health","Female","13854","5931","19785"
"National","gauteng","Sedibeng DM","Public Health","Male","10891","4548","15439"
"National","gauteng","Tshwane MM","Private Health","Female","11589","6669","18258"
"National","gauteng","Tshwane MM","Private Health","Male","11033","6020","17053"
"National","gauteng","Tshwane MM","Public Health","Female","39916","18580","58496"
"National","gauteng","Tshwane MM","Public Health","Male","30814","13023","43837"
"National","gauteng","West Rand DM","Private Health","Female","2204","1517","3721"
"National","gauteng","West Rand DM","Private Health","Male","1830","1232","3062"
"National","gauteng","West Rand DM","Public Health","Female","17510","8792","26302"
"National","gauteng","West Rand DM","Public Health","Male","14338","6572","20910"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","215","72","287"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6578","2828","9406"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4235","1742","5977"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11901","7017","18918"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11055","6187","17242"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14455","5509","19964"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11776","4422","16198"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","361","169","530"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","346","136","482"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13027","7752","20779"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10196","5622","15818"
"National","kwazulu-natal","iLembe DM","Private Health","Female","549","334","883"
"National","kwazulu-natal","iLembe DM","Private Health","Male","484","281","765"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8381","4151","12532"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4952","2206","7158"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","332","135","467"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","310","95","405"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12451","5079","17530"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8073","3098","11171"
"National","kwazulu-natal","Ugu DM","Private Health","Female","901","560","1461"
"National","kwazulu-natal","Ugu DM","Private Health","Male","716","427","1143"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12412","5113","17525"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8004","2730","10734"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1624","846","2470"
