"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","6"
"Pfizer","eastern cape","Adults","45"
"Pfizer","free state","12-17 Years","3"
"Pfizer","free state","Adults","15"
"Pfizer","gauteng","12-17 Years","37"
"Pfizer","gauteng","Adults","167"
"Pfizer","kwazulu-natal","12-17 Years","12"
"Pfizer","kwazulu-natal","Adults","53"
"Pfizer","limpopo","12-17 Years","14"
"Pfizer","limpopo","Adults","23"
"Pfizer","mpumalanga","12-17 Years","22"
"Pfizer","mpumalanga","Adults","16"
"Pfizer","northern cape","12-17 Years","6"
"Pfizer","northern cape","Adults","2"
"Pfizer","north west","12-17 Years","13"
"Pfizer","north west","Adults","48"
"Pfizer","western cape","12-17 Years","12"
"Pfizer","western cape","Adults","61"
