"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","19","0","34","53"
"Janssen Vaccines & Prevention B.V","free state","Adults","10","0","19","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","143","0","111","254"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","81","0","64","145"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","52","0","42","94"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","86","0","98","184"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","10","0","30","40"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","64","121"
"Janssen Vaccines & Prevention B.V","western cape","Adults","72","0","62","134"
"Pfizer","eastern cape","12-17 Years","14","6","0","20"
"Pfizer","eastern cape","Adults","44","45","101","190"
"Pfizer","free state","12-17 Years","5","3","0","8"
"Pfizer","free state","Adults","15","15","39","69"
"Pfizer","gauteng","12-17 Years","26","37","0","63"
"Pfizer","gauteng","Adults","243","167","221","631"
"Pfizer","kwazulu-natal","12-17 Years","7","12","0","19"
"Pfizer","kwazulu-natal","Adults","54","53","68","175"
"Pfizer","limpopo","12-17 Years","10","14","0","24"
"Pfizer","limpopo","Adults","40","23","53","116"
"Pfizer","mpumalanga","12-17 Years","16","22","0","38"
"Pfizer","mpumalanga","Adults","17","16","33","66"
"Pfizer","northern cape","12-17 Years","8","6","0","14"
"Pfizer","northern cape","Adults","4","2","8","14"
"Pfizer","north west","12-17 Years","18","13","0","31"
"Pfizer","north west","Adults","34","48","28","110"
"Pfizer","western cape","12-17 Years","9","12","0","21"
"Pfizer","western cape","Adults","61","61","158","280"
