"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861220","0","152264","1013484"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464549","0","94248","558797"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1426142","0","209547","1635689"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1160595","0","181745","1342340"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1053458","0","154744","1208202"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","814969","0","128988","943957"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207885","0","34827","242712"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693650","0","114393","808043"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661540","0","112088","773628"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137584","0","65388","202972"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7152","29078"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94617","0","61527","156144"
"Pfizer","National","eastern cape","Adults","1359642","1144921","251580","2756143"
"Pfizer","National","eastern cape","12-17 Years","295761","120037","0","415798"
"Pfizer","National","free state","12-17 Years","169312","80168","0","249480"
"Pfizer","National","free state","Adults","683678","600988","143707","1428373"
"Pfizer","National","gauteng","12-17 Years","384163","169144","18","553325"
"Pfizer","National","gauteng","Adults","3944152","3418993","685621","8048766"
"Pfizer","National","kwazulu-natal","Adults","2007310","1670774","338093","4016177"
"Pfizer","National","kwazulu-natal","12-17 Years","291938","133087","11","425036"
"Pfizer","National","limpopo","Adults","1058149","888082","178193","2124424"
"Pfizer","National","limpopo","12-17 Years","289386","100481","2","389869"
"Pfizer","National","mpumalanga","12-17 Years","147845","54111","0","201956"
"Pfizer","National","mpumalanga","Adults","583916","480924","108993","1173833"
"Pfizer","National","northern cape","12-17 Years","36409","15241","0","51650"
"Pfizer","National","northern cape","Adults","229317","195745","36895","461957"
"Pfizer","National","north west","12-17 Years","149779","52410","4","202193"
"Pfizer","National","north west","Adults","629891","544061","113315","1287267"
"Pfizer","National","western cape","12-17 Years","131026","54322","3","185351"
"Pfizer","National","western cape","Adults","2133878","1874449","492662","4500989"
