"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","908241"
"Janssen Vaccines & Prevention B.V","free state","Adults","482906"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1521322"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1222525"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1071092"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","809486"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212739"
"Janssen Vaccines & Prevention B.V","north west","Adults","708255"
"Janssen Vaccines & Prevention B.V","western cape","Adults","743831"
"Pfizer","eastern cape","12-17 Years","91621"
"Pfizer","eastern cape","Adults","1108467"
"Pfizer","free state","12-17 Years","75541"
"Pfizer","free state","Adults","582820"
"Pfizer","gauteng","12-17 Years","164861"
"Pfizer","gauteng","Adults","3349089"
"Pfizer","kwazulu-natal","12-17 Years","114621"
"Pfizer","kwazulu-natal","Adults","1617348"
"Pfizer","limpopo","12-17 Years","86647"
"Pfizer","limpopo","Adults","865792"
"Pfizer","mpumalanga","12-17 Years","44211"
"Pfizer","mpumalanga","Adults","461830"
"Pfizer","northern cape","12-17 Years","10912"
"Pfizer","northern cape","Adults","189877"
"Pfizer","north west","12-17 Years","51327"
"Pfizer","north west","Adults","532266"
"Pfizer","western cape","12-17 Years","51112"
"Pfizer","western cape","Adults","1847893"
