"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10642","5069","15711"
"National","eastern cape","Private Health","Male","8924","3895","12819"
"National","eastern cape","Public Health","Female","143722","48705","192427"
"National","eastern cape","Public Health","Male","117096","33952","151048"
"National","free state","Private Health","Female","9197","4403","13600"
"National","free state","Private Health","Male","7504","3360","10864"
"National","free state","Public Health","Female","84069","38785","122854"
"National","free state","Public Health","Male","71807","28993","100800"
"National","gauteng","Private Health","Female","54003","29602","83605"
"National","gauteng","Private Health","Male","49386","25225","74611"
"National","gauteng","Public Health","Female","162487","63587","226074"
"National","gauteng","Public Health","Male","128214","46447","174661"
"National","kwazulu-natal","Private Health","Female","17421","9640","27061"
"National","kwazulu-natal","Private Health","Male","15730","8184","23914"
"National","kwazulu-natal","Public Health","Female","152651","60208","212859"
"National","kwazulu-natal","Public Health","Male","103715","36589","140304"
"National","limpopo","Private Health","Female","11701","5038","16739"
"National","limpopo","Private Health","Male","9063","3508","12571"
"National","limpopo","Public Health","Female","137857","44670","182527"
"National","limpopo","Public Health","Male","118047","33431","151478"
"National","mpumalanga","Private Health","Female","4040","1675","5715"
"National","mpumalanga","Private Health","Male","3521","1463","4984"
"National","mpumalanga","Public Health","Female","74644","24090","98734"
"National","mpumalanga","Public Health","Male","62026","16983","79009"
"National","northern cape","Private Health","Female","2143","1033","3176"
"National","northern cape","Private Health","Male","1959","781","2740"
"National","northern cape","Public Health","Female","16535","5212","21747"
"National","northern cape","Public Health","Male","13004","3886","16890"
"National","north west","Private Health","Female","5270","2400","7670"
"National","north west","Private Health","Male","4760","2007","6767"
"National","north west","Public Health","Female","79125","27325","106450"
"National","north west","Public Health","Male","65363","19595","84958"
"National","western cape","Private Health","Female","23733","12344","36077"
"National","western cape","Private Health","Male","21312","10631","31943"
"National","western cape","Public Health","Female","47048","15497","62545"
"National","western cape","Public Health","Male","39140","12640","51780"
