"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","861345","0","152433","1013778"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464576","0","94309","558885"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1426478","0","209787","1636265"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1160764","0","181885","1342649"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1053674","0","154993","1208667"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","815156","0","129144","944300"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207937","0","34864","242801"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693804","0","114536","808340"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","661644","0","112126","773770"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137585","0","65388","202973"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21926","0","7152","29078"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23480","0","8965","32445"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94617","0","61527","156144"
"Pfizer","National","eastern cape","Adults","1359968","1145234","251847","2757049"
"Pfizer","National","eastern cape","12-17 Years","296114","120658","0","416772"
"Pfizer","National","free state","12-17 Years","169295","80204","0","249499"
"Pfizer","National","free state","Adults","683792","601090","143818","1428700"
"Pfizer","National","gauteng","12-17 Years","384058","169112","18","553188"
"Pfizer","National","gauteng","Adults","3944593","3419379","685940","8049912"
"Pfizer","National","kwazulu-natal","Adults","2007630","1671021","338214","4016865"
"Pfizer","National","kwazulu-natal","12-17 Years","291920","133128","11","425059"
"Pfizer","National","limpopo","Adults","1058402","888270","178362","2125034"
"Pfizer","National","limpopo","12-17 Years","289439","100679","2","390120"
"Pfizer","National","mpumalanga","12-17 Years","147949","54203","0","202152"
"Pfizer","National","mpumalanga","Adults","584122","481024","109045","1174191"
"Pfizer","National","northern cape","12-17 Years","36397","15246","0","51643"
"Pfizer","National","northern cape","Adults","229374","195789","36932","462095"
"Pfizer","National","north west","12-17 Years","149735","52415","4","202154"
"Pfizer","National","north west","Adults","629983","544139","113409","1287531"
"Pfizer","National","western cape","12-17 Years","130968","54413","3","185384"
"Pfizer","National","western cape","Adults","2134026","1874600","492807","4501433"
