"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10687","5005","15692"
"National","eastern cape","Private Health","Male","8929","3838","12767"
"National","eastern cape","Public Health","Female","138639","42427","181066"
"National","eastern cape","Public Health","Male","112439","28737","141176"
"National","free state","Private Health","Female","9175","4235","13410"
"National","free state","Private Health","Male","7461","3239","10700"
"National","free state","Public Health","Female","82184","36779","118963"
"National","free state","Public Health","Male","69949","27101","97050"
"National","gauteng","Private Health","Female","54197","29264","83461"
"National","gauteng","Private Health","Male","49362","24867","74229"
"National","gauteng","Public Health","Female","157826","60328","218154"
"National","gauteng","Public Health","Male","124554","43852","168406"
"National","kwazulu-natal","Private Health","Female","17462","9524","26986"
"National","kwazulu-natal","Private Health","Male","15735","8044","23779"
"National","kwazulu-natal","Public Health","Female","141894","52384","194278"
"National","kwazulu-natal","Public Health","Male","96042","31203","127245"
"National","limpopo","Private Health","Female","11317","4724","16041"
"National","limpopo","Private Health","Male","8843","3361","12204"
"National","limpopo","Public Health","Female","128735","40303","169038"
"National","limpopo","Public Health","Male","108733","29760","138493"
"National","mpumalanga","Private Health","Female","4027","1646","5673"
"National","mpumalanga","Private Health","Male","3520","1432","4952"
"National","mpumalanga","Public Health","Female","71605","21008","92613"
"National","mpumalanga","Public Health","Male","59523","14871","74394"
"National","northern cape","Private Health","Female","2153","1016","3169"
"National","northern cape","Private Health","Male","1950","756","2706"
"National","northern cape","Public Health","Female","15220","4373","19593"
"National","northern cape","Public Health","Male","11997","3244","15241"
"National","north west","Private Health","Female","5298","2380","7678"
"National","north west","Private Health","Male","4776","1985","6761"
"National","north west","Public Health","Female","77254","25394","102648"
"National","north west","Public Health","Male","63657","18110","81767"
"National","western cape","Private Health","Female","23724","12058","35782"
"National","western cape","Private Health","Male","21228","10308","31536"
"National","western cape","Public Health","Female","46900","15295","62195"
"National","western cape","Public Health","Male","38915","12449","51364"
