"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","841657","0","115315","956972"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","455586","0","72404","527990"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1368895","0","172250","1541145"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1117577","0","143181","1260758"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1029500","0","117418","1146918"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","778231","0","91940","870171"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","201826","0","23577","225403"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","680791","0","93941","774732"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","644409","0","95161","739570"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60857","0","24220","85077"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137329","0","65377","202706"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94478","0","40018","134496"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21891","0","7150","29041"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94545","0","61528","156073"
"Pfizer","National","eastern cape","Adults","1314405","1099351","188792","2602548"
"Pfizer","National","eastern cape","12-17 Years","270694","80007","0","350701"
"Pfizer","National","free state","12-17 Years","168769","71354","0","240123"
"Pfizer","National","free state","Adults","661418","577634","115107","1354159"
"Pfizer","National","gauteng","12-17 Years","385939","158311","7","544257"
"Pfizer","National","gauteng","Adults","3852921","3325850","599230","7778001"
"Pfizer","National","kwazulu-natal","Adults","1934391","1600181","283350","3817922"
"Pfizer","National","kwazulu-natal","12-17 Years","271133","101155","4","372292"
"Pfizer","National","limpopo","Adults","1023263","858975","146318","2028556"
"Pfizer","National","limpopo","12-17 Years","257628","78148","0","335776"
"Pfizer","National","mpumalanga","12-17 Years","138675","38957","0","177632"
"Pfizer","National","mpumalanga","Adults","557539","457195","83963","1098697"
"Pfizer","National","northern cape","12-17 Years","31320","9389","0","40709"
"Pfizer","National","northern cape","Adults","220437","188176","28322","436935"
"Pfizer","National","north west","12-17 Years","150985","47869","2","198856"
"Pfizer","National","north west","Adults","611454","528142","96691","1236287"
"Pfizer","National","western cape","12-17 Years","130767","50110","1","180878"
"Pfizer","National","western cape","Adults","2099943","1839616","440194","4379753"
