"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","10","0","16","26"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","3","0","2","5"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5","0","1","6"
"Janssen Vaccines & Prevention B.V","north west","Adults","26","0","49","75"
"Pfizer","gauteng","12-17 Years","1","0","0","1"
"Pfizer","gauteng","Adults","2","7","4","13"
"Pfizer","kwazulu-natal","Adults","1","3","3","7"
"Pfizer","limpopo","12-17 Years","2","1","0","3"
"Pfizer","limpopo","Adults","4","1","0","5"
"Pfizer","mpumalanga","12-17 Years","0","2","0","2"
"Pfizer","north west","12-17 Years","3","4","0","7"
"Pfizer","north west","Adults","13","32","22","67"
