"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","112"
"Janssen Vaccines & Prevention B.V","free state","Adults","14"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","387"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","126"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","115"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","84"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","25"
"Janssen Vaccines & Prevention B.V","north west","Adults","86"
"Janssen Vaccines & Prevention B.V","western cape","Adults","125"
"Pfizer","eastern cape","12-17 Years","222"
"Pfizer","eastern cape","Adults","339"
"Pfizer","free state","12-17 Years","4"
"Pfizer","free state","Adults","45"
"Pfizer","gauteng","12-17 Years","31"
"Pfizer","gauteng","Adults","248"
"Pfizer","kwazulu-natal","12-17 Years","23"
"Pfizer","kwazulu-natal","Adults","155"
"Pfizer","limpopo","12-17 Years","60"
"Pfizer","limpopo","Adults","137"
"Pfizer","mpumalanga","12-17 Years","42"
"Pfizer","mpumalanga","Adults","86"
"Pfizer","northern cape","12-17 Years","14"
"Pfizer","northern cape","Adults","56"
"Pfizer","north west","12-17 Years","39"
"Pfizer","north west","Adults","79"
"Pfizer","western cape","12-17 Years","10"
"Pfizer","western cape","Adults","97"
